einzelplan,einzelplan-text,einnahmen-ausgaben,einnahmen-ausgaben-art,kapitel,kapitel-text,titel,funktion,titel-text,flex,seite,soll,titelgruppe,tgr-text,Funktion 1,Funktion 2,Funktion 3,Gruppe 1,Gruppe 2,Gruppe 3,date
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,11929,59,Vermischte Einnahmen, ,8,459,2,Einnahmen aus der Lkw-Maut,Allgemeine Dienste,Rechtsschutz,Sonstige Rechtsschutzaufgaben,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,Sonstige,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,13221,719,Erlöse aus der Veräußerung von beweglichen Sachen, ,8,84,2,Einnahmen aus der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.","Erlöse aus der Veräußerung von Gegenständen, Kapitalrückzahlungen",Erlöse aus der Veräußerung von beweglichen Sachen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,26121,719,Kostenerstattung durch Toll Collect für die Nacherhebungsverfahren, ,8,360,2,Einnahmen aus der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Schuldendiensthilfen und Erstattungen von Verwaltungsausgaben aus sonstigen Bereichen,Schuldendiensthilfen und Erstattungen von Verwaltungsausgaben aus dem Inland,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,27221,790,Einnahmen aus Zuschüssen der Europäischen Union zur Entwicklung eines europäischen Mautsystems, ,8,0,2,Einnahmen aus der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Sonstiges Verkehrswesen,Sonstiges Verkehrswesen,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Zuschüsse von der EU,Sonstige Zuschüsse von der EU,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,28121,790,Rückzahlungen und Erstattungen, ,9,0,2,Einnahmen aus der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Sonstiges Verkehrswesen,Sonstiges Verkehrswesen,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige Zuschüsse aus sonstigen Bereichen,Sonstige Erstattungen aus dem Inland,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,28228,61,Einnahmen aus Prämienzahlungen der Bundesanstalt für Immobilienaufgaben, ,9,0,2,Einnahmen aus der Lkw-Maut,Allgemeine Dienste,Finanzverwaltung,Steuer- und Zollverwaltung,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige Zuschüsse aus sonstigen Bereichen,Sonstige Zuschüsse aus dem Inland,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,11131,722,"Gebühren, sonstige Entgelte", ,9,625,3,Sonstige Einnahmen Bundesfernstraßen,Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,"Gebühren, sonstige Entgelte",2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,11231,711,"Geldstrafen, Geldbußen und Gerichtskosten", ,9,50,3,Sonstige Einnahmen Bundesfernstraßen,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Verwaltung für Straßen- und Brückenbau,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,Geldstrafen und Geldbußen (einschließlich der damit zusammenhängenden Gerichts- und Verwaltungskosten),2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,11939,711,Vermischte Einnahmen, ,9,6500,3,Sonstige Einnahmen Bundesfernstraßen,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Verwaltung für Straßen- und Brückenbau,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,Sonstige,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,12231,721,Konzessionsabgabe, ,9,16105,3,Sonstige Einnahmen Bundesfernstraßen,Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Einnahmen aus wirtschaftlicher Tätigkeit und aus Vermögen (ohne Zinsen),Konzessionsabgaben,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,12431,721,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,9,12000,3,Sonstige Einnahmen Bundesfernstraßen,Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Einnahmen aus wirtschaftlicher Tätigkeit und aus Vermögen (ohne Zinsen),Mieten und Pachten,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,13231,722,Erlöse aus der Veräußerung von beweglichen Sachen, ,9,6000,3,Sonstige Einnahmen Bundesfernstraßen,Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.","Erlöse aus der Veräußerung von Gegenständen, Kapitalrückzahlungen",Erlöse aus der Veräußerung von beweglichen Sachen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,16134,722,"Zinsen aus der Vorfinanzierung des Baues, der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen", ,10,0,3,Sonstige Einnahmen Bundesfernstraßen,Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Zinseinnahmen aus sonstigen Bereichen,Zinseinnahmen von öffentlichen Unternehmen und Einrichtungen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,16231,722,Zinsen von Darlehen zur Ersatzbetriebsraumbeschaffung (Bundesfernstraßen), ,10,0,3,Sonstige Einnahmen Bundesfernstraßen,Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Zinseinnahmen aus sonstigen Bereichen,Sonstige Zinseinnahmen aus dem Inland,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,18231,722,Tilgung von Darlehen zur Ersatzbetriebsraumbeschaffung (Bundesfernstraßen), ,10,2,3,Sonstige Einnahmen Bundesfernstraßen,Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Darlehensrückflüsse aus sonstigen Bereichen,Sonstige Darlehensrückflüsse aus dem Inland,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,28131,722,Erstattung der vorgelegten Beträge aus der Vorfinanzierung des Baues der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen, ,10,0,3,Sonstige Einnahmen Bundesfernstraßen,Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige Zuschüsse aus sonstigen Bereichen,Sonstige Erstattungen aus dem Inland,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Einnahmen ,Übrige Einnahmen,1201,Bundesfernstraßen,28133,45,Einnahmen im Zusammenhang mit der Nutzung von Festbrückengerät, ,10,150,3,Sonstige Einnahmen Bundesfernstraßen,Allgemeine Dienste,Öffentliche Sicherheit und Ordnung,Bevölkerungs- und Katastrophenschutz,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige Zuschüsse aus sonstigen Bereichen,Sonstige Erstattungen aus dem Inland,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Sächliche Verwaltungsausgaben,1201,Bundesfernstraßen,53102,729,Entwicklung und Installation eines DV-gestützten Controlling-Systems für die Bundesfernstraßen,nein,10,330,,,Verkehrs- und Nachrichtenwesen,Straßen,Sonstiger Straßenverkehr,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Sächliche Verwaltungsausgaben,1201,Bundesfernstraßen,53204,165,Koordinierung der euroregionalen Projekte der Europäischen Union im Rahmen der Transeuropäischen Verkehrsnetze im Bereich der Bundesfernstraßen,nein,11,170,,,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten","Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",Forschung und experimentelle Entwicklung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Sächliche Verwaltungsausgaben,1201,Bundesfernstraßen,53401,729,Verkehrswirtschaftliche Untersuchungen,nein,11,3100,,,Verkehrs- und Nachrichtenwesen,Straßen,Sonstiger Straßenverkehr,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Sächliche Verwaltungsausgaben,1201,Bundesfernstraßen,53502,729,"Bestandserfassung der Bundesfernstraßen, Koordinierung und Steuerung der Fachinformationssysteme im Straßenwesen",nein,11,7200,,,Verkehrs- und Nachrichtenwesen,Straßen,Sonstiger Straßenverkehr,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Sächliche Verwaltungsausgaben,1201,Bundesfernstraßen,54401,165,"Forschung, Untersuchungen und Ähnliches",nein,12,10350,,,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten","Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",Forschung und experimentelle Entwicklung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 54),Sonstiges,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Zuweisungen und Zuschüsse (ohne Investitionen),1201,Bundesfernstraßen,68201,742,Beitrag an nichtbundeseigene Eisenbahnen zu den Kosten für Unterhaltung und Betrieb höhengleicher Kreuzungen von Bundesstraßen und Eisenbahnstrecken,nein,12,1700,,,Verkehrs- und Nachrichtenwesen,Eisenbahnen und öffentlicher Personennahverkehr,Eisenbahnen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Zuschüsse für laufende Zwecke an öffentliche Unternehmen (soweit nicht unter 661),2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Zuweisungen und Zuschüsse (ohne Investitionen),1201,Bundesfernstraßen,68502,721,Bundesanteil an den Verwaltungskosten der DEGES Deutsche Einheit Fernstraßenplanungs- und Bau GmbH,nein,12,4000,,,Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Zuschüsse für laufende Zwecke an öffentliche Einrichtungen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Ausgaben für Investitionen,1201,Bundesfernstraßen,74401,729,Privatstraßen des Bundes,nein,13,1200,,,Verkehrs- und Nachrichtenwesen,Straßen,Sonstiger Straßenverkehr,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Ausgaben für Investitionen,1201,Bundesfernstraßen,88302,725,Zuweisungen an kommunale Baulastträger nach § 5 a Bundesfernstraßengesetz (FStrG),nein,13,33498,,,Verkehrs- und Nachrichtenwesen,Straßen,Gemeindestraßen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Zuweisungen für Investitionen an öffentlichen Bereich,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,98103,890,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7,nein,13,0,,,Finanzwirtschaft,Haushaltstechnische Verrechnungen,Haushaltstechnische Verrechnungen,Besondere Finanzierungsausgaben,Haushaltstechnische Verrechnungen,Verrechnungen zwischen Kapiteln,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,52111,721,Betriebsdienst (Bundesautobahnen),nein,13,586000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 52),Unterhaltung des sonstigen unbeweglichen Vermögens,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,52121,722,Betriebsdienst (Bundesstraßen),nein,14,419195,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 52),Unterhaltung des sonstigen unbeweglichen Vermögens,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,63212,721,Pauschale Abgeltung der Zweckausgaben bei Entwurfsbearbeitung und Bauaufsicht (Bundesautobahnen),nein,14,122000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Länder,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,63222,722,Pauschale Abgeltung der Zweckausgaben bei Entwurfsbearbeitung und Bauaufsicht (Bundesstraßen),nein,14,61000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Länder,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,71112,721,Hochbauten an Bundesautobahnen bis 2 000 000 € Baukosten,nein,14,23000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,71122,722,Hochbauten an Bundesstraßen bis 2 000 000 € Baukosten,nein,14,15000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,71212,721,Hochbauten an Bundesautobahnen über 2 000 000 € Baukosten,nein,14,6300,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,71222,722,Hochbauten an Bundesstraßen über 2 000 000 € Baukosten,nein,15,1700,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74111,721,Bedarfsplanmaßnahmen (Bundesautobahnen),nein,15,655261,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74122,722,Bedarfsplanmaßnahmen (Bundesstraßen),nein,15,456231,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74131,721,"Um- und Ausbau, Rastanlagen, Lärmschutzmaßnahmen (Bundesautobahnen)",nein,16,400150,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74132,721,Erhaltung (Bundesautobahnen),nein,16,2110232,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74141,722,"Um- und Ausbau, Lärmschutzmaßnahmen (Bundesstraßen)",nein,16,215050,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74142,722,Erhaltung (Bundesstraßen),nein,17,1084768,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74211,721,Bau und Erhaltung von Verkehrseinrichtungen und Verkehrsanlagen (Bundesautobahnen),nein,17,135000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74221,722,Bau und Erhaltung von Verkehrseinrichtungen und Verkehrsanlagen (Bundesstraßen),nein,17,27000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74312,721,Baukostenzuschüsse der Europäischen Union für Investitionen in Transeuropäische Verkehrsnetze im Bereich Bundesautobahnen,nein,17,0,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74332,721,Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung der Verkehrsinfrastrukturvorhaben im Bereich der Bundesautobahnen,nein,18,0,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74342,722,Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung der Verkehrsinfrastrukturvorhaben im Bereich der Bundesstraßen,nein,18,0,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74521,722,Maßnahmen nach dem Eisenbahnkreuzungsgesetz (EKrG) (Bundesstraßen),nein,18,10000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,74622,722,Bau von Radwegen einschließlich Erhaltung (Bundesstraßen),nein,19,98000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,81112,721,Erwerb von Kraftfahrzeugen (Bundesautobahnen),nein,19,25000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Fahrzeugen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,81122,722,Erwerb von Kraftfahrzeugen (Bundesstraßen),nein,19,17000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Fahrzeugen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,81213,721,Erwerb von Geräten (einschl. Stahlflachstraßen) und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesautobahnen),nein,19,17500,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Geräten und sonstigen beweglichen Sachen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,81223,722,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),nein,19,11000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Geräten und sonstigen beweglichen Sachen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,82111,721,Grunderwerb für Bedarfsplanmaßnahmen (Bundesautobahnen),nein,19,80000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von unbeweglichen Sachen,Grunderwerb,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,82122,722,Grunderwerb für Bedarfsplanmaßnahmen (Bundesstraßen),nein,19,60000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von unbeweglichen Sachen,Grunderwerb,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,82131,721,"Grunderwerb für Um- und Ausbau, Rastanlagen, Lärmschutzmaßnahmen (Bundesautobahnen)",nein,19,12000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von unbeweglichen Sachen,Grunderwerb,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,82141,722,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),nein,20,30000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von unbeweglichen Sachen,Grunderwerb,2017
