ID,Haushalt Art,Titelnr.,Titel,Gruppennr.,Gruppe,Budget Richtung,Bezeichnung,Jahr,Ansatz/Rechnung,Betrag
5344,Verwaltungshaushalt,4,Soziale Sicherung,4682,Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort,Ausgaben,Verwaltungs- u. Zweckausstattung,2016,Rechnung,0
5345,Verwaltungshaushalt,4,Soziale Sicherung,4682,Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort,Ausgaben,GWG (0  = bis 410 ),2016,Rechnung,0
5346,Verwaltungshaushalt,4,Soziale Sicherung,4682,Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort,Ausgaben,Bürobedarf,2016,Rechnung,0
5347,Verwaltungshaushalt,4,Soziale Sicherung,4682,Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort,Ausgaben,"Innere Verrechnung unentgeltliche Objektnutzung (GL 8824, 8825.1690)",2016,Rechnung,114912
5348,Verwaltungshaushalt,4,Soziale Sicherung,4682,Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort,Ausgaben,Personalkostenzuschüsse nach BayKiBiG,2016,Rechnung,680481
5349,Verwaltungshaushalt,4,Soziale Sicherung,4682,Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort,Ausgaben,Zuschüsse für lfd. Zwecke  -Defizitausgleich-,2016,Rechnung,41175
5350,Verwaltungshaushalt,4,Soziale Sicherung,4683,Tageseinrichtungen für Kinder -Denk mit-,Einnahmen,Zuweisungen für lfd. Zwecke: Kinder­garten (Personalkostenzuschuß),2016,Rechnung,233580
5351,Verwaltungshaushalt,4,Soziale Sicherung,4683,Tageseinrichtungen für Kinder -Denk mit-,Ausgaben,Personalkostenzuschüsse nach BayKiBiG,2016,Rechnung,302020
5352,Verwaltungshaushalt,4,Soziale Sicherung,4684,Tageseinrichtungen für Kinder -Fortschritt KiGa + Krippe,Einnahmen,Zuweisungen für lfd. Zwecke: Kinder­garten (Personalkostenzuschuß),2016,Rechnung,185219
5353,Verwaltungshaushalt,4,Soziale Sicherung,4684,Tageseinrichtungen für Kinder -Fortschritt KiGa + Krippe,Ausgaben,Innere Verrechnung unentgeltliche Objektnutzung (HHST 8871.1690),2016,Rechnung,59178
5354,Verwaltungshaushalt,4,Soziale Sicherung,4684,Tageseinrichtungen für Kinder -Fortschritt KiGa + Krippe,Ausgaben,Personalkostenzuschüsse nach BayKiBiG,2016,Rechnung,250630
5355,Verwaltungshaushalt,4,Soziale Sicherung,4684,Tageseinrichtungen für Kinder -Fortschritt KiGa + Krippe,Ausgaben,Zuschüsse für lfd. Zwecke - Defizitausgleich -,2016,Rechnung,24246
5356,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Einnahmen,Gebühren und Entgelte für Kinderkrippen und Kindergärten,2016,Rechnung,191765
5357,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Einnahmen,Erstattungen durch Gemeinden und Gemeindeverbände nach Art.18ff.BayKiBiG,2016,Rechnung,0
5358,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Einnahmen,Zuweisungen für lfd. Zwecke v. Land -Pflegesatz Integrationsgruppe-,2016,Rechnung,9586
5359,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Einnahmen,Zuweisungen für lfd. Zwecke: Kinderkrippe/-garten (Personalkostenzusch),2016,Rechnung,346421
5360,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Angestelltenvergütungen,2016,Rechnung,676123
5361,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Beschäftigungsentgelte und Freiwilligendienstleistende,2016,Rechnung,0
5362,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Rechnung,55056
5363,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",2016,Rechnung,133743
5364,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,"Beihilfen, Unterstützungen u.ä.",2016,Rechnung,0
5365,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Verwaltungs- u. Zweckausstattung,2016,Rechnung,544
5366,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,GWG (0  - 410  Netto),2016,Rechnung,913
5367,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,"Mieten für Maschinen, Fahrzeuge, Geräte",2016,Rechnung,2563
5368,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Gebäudebewirtschaftungskosten,2016,Rechnung,2608
5369,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,"Aus- und Fortbildung, Umschulung",2016,Rechnung,5667
5370,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Lebensmittel,2016,Rechnung,198
5371,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Kindergartenbedarf,2016,Rechnung,4839
5372,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Öffentlichkeitsarbeit,2016,Rechnung,281
5373,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,EDV-Kosten an Dritte,2016,Rechnung,164
5374,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Steuern und Versicherungen,2016,Rechnung,0
5375,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Bürobedarf,2016,Rechnung,883
5376,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Rechnung,53
5377,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Post- und Fernmeldegebühren,2016,Rechnung,1067
5378,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Dienstreisen,2016,Rechnung,0
5379,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Sonstige Geschäftsausgaben,2016,Rechnung,67
5380,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Innere Verrechnung unentgeltliche Objektnutzung (HHST 8835.1690),2016,Rechnung,108672
5381,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Innere Verrechnung Personalkosten Bauhof (7711.1691),2016,Rechnung,0
5382,Verwaltungshaushalt,4,Soziale Sicherung,4685,Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg,Ausgaben,Innere Verrechnungen Personalkosten Kindertageseinrichtungen,2016,Rechnung,29902
5383,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Einnahmen,Gebühren und Entgelte für Kinderhorte,2016,Rechnung,126398
5384,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Einnahmen,Erstattungen durch Gemeinden und Gemeindeverbände nach Art.18ff.BayKiBiG,2016,Rechnung,0
5385,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Einnahmen,Zuweisungen für lfd. Zwecke: Kinder­hort (Personalkostenzuschuß),2016,Rechnung,181164
5386,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Angestelltenvergütungen,2016,Rechnung,401280
5387,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Beschäftigungsentgelte und Freiwilligendienstleistende,2016,Rechnung,0
5388,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Rechnung,32982
5389,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",2016,Rechnung,80626
5390,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,"Beihilfen, Unterstützungen u.ä.",2016,Rechnung,0
5391,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Verwaltungs- u. Zweckausstattung,2016,Rechnung,827
5392,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,GWG (0  - 410  Netto),2016,Rechnung,847
5393,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,"Mieten für Maschinen, Fahrzeuge, Geräte",2016,Rechnung,2598
5394,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Gebäudebewirtschaftungskosten,2016,Rechnung,2080
5395,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,"Aus- und Fortbildung, Umschulung",2016,Rechnung,5161
5396,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Lebensmittel,2016,Rechnung,38
5397,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Sonstige Lebensmittel,2016,Rechnung,0
5398,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Kinderhortbedarf,2016,Rechnung,7210
5399,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Öffentlichkeitsarbeit,2016,Rechnung,456
5400,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,EDV-Kosten an Dritte,2016,Rechnung,164
5401,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Steuern und Versicherungen,2016,Rechnung,0
5402,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Bürobedarf,2016,Rechnung,830
5403,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Rechnung,733
5404,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Post- und Fernmeldegebühren,2016,Rechnung,958
5405,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Dienstreisen,2016,Rechnung,109
5406,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Sonstige Geschäftsausgaben,2016,Rechnung,99
5407,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Innere Verrechnung unentgeltliche Objektnutzung (HHST 8836.1690),2016,Rechnung,121152
5408,Verwaltungshaushalt,4,Soziale Sicherung,4686,Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS,Ausgaben,Innere Verrechnungen Personalkosten Kindertageseinrichtungen,2016,Rechnung,53621
5409,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Einnahmen,Gebühren und Entgelte für Kinderhorte,2016,Rechnung,0
5410,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Einnahmen,Erstattungen durch Gemeinden und Gemeindeverbände nach Art.18ff.BayKiBiG,2016,Rechnung,0
5411,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Einnahmen,Zuweisungen für lfd. Zwecke vom Land,2016,Rechnung,2600
5412,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Einnahmen,Zuweisungen für lfd. Zwecke: Kinder­hort (Personalkostenzuschuß),2016,Rechnung,0
5413,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Angestelltenvergütungen,2016,Rechnung,165305
5414,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Beschäftigungsentgelte und Freiwilligendienstleistende,2016,Rechnung,0
5415,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Rechnung,11486
5416,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",2016,Rechnung,30413
5417,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,"Beihilfen, Unterstützungen u.ä.",2016,Rechnung,0
5418,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Verwaltungs- u. Zweckausstattung,2016,Rechnung,0
5419,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,GWG (0  - 410  Netto),2016,Rechnung,0
5420,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Gebäudebewirtschaftungskosten,2016,Rechnung,44
5421,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,"Aus- und Fortbildung, Umschulung",2016,Rechnung,0
5422,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Lebensmittel,2016,Rechnung,0
5423,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Sonstige Lebensmittel für veranstaltungen,2016,Rechnung,0
5424,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Kindergartenbedarf,2016,Rechnung,0
5425,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Öffentlichkeitsarbeit,2016,Rechnung,0
5426,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,EDV-Kosten an Dritte,2016,Rechnung,0
5427,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Steuern und Versicherungen,2016,Rechnung,0
5428,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Bürobedarf,2016,Rechnung,0
5429,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Rechnung,0
5430,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Post- und Fernmeldegebühren,2016,Rechnung,830
5431,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Dienstreisen,2016,Rechnung,0
5432,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Sonstige Geschäftsausgaben,2016,Rechnung,0
5433,Verwaltungshaushalt,4,Soziale Sicherung,4687,Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -,Ausgaben,Innere Verrechnung unentgeltliche Objektnutzung (HHST 8873.1690),2016,Rechnung,35600
5434,Verwaltungshaushalt,4,Soziale Sicherung,4688,Tageseinrichtung für Kinder - BRK Kinderhaus -,Einnahmen,Zuweisungen für lfd. Zwecke: Kinder­garten (Personalkostenzuschuß),2016,Rechnung,48712
5435,Verwaltungshaushalt,4,Soziale Sicherung,4688,Tageseinrichtung für Kinder - BRK Kinderhaus -,Ausgaben,Innere Verrechnung unentgeltliche Objektnutzung (HHST 8837.1690),2016,Rechnung,95000
5436,Verwaltungshaushalt,4,Soziale Sicherung,4688,Tageseinrichtung für Kinder - BRK Kinderhaus -,Ausgaben,Personalkostenzuschüsse nach BayKiBiG,2016,Rechnung,90724
5437,Verwaltungshaushalt,4,Soziale Sicherung,4688,Tageseinrichtung für Kinder - BRK Kinderhaus -,Ausgaben,Zuschüsse für lfd. Zwecke - Defizitausgleich -,2016,Rechnung,0
5438,Verwaltungshaushalt,4,Soziale Sicherung,4689,Tageseinrichtung für Kinder - MuKuNa,Einnahmen,Zuweisungen für lfd. Zwecke: Kindergarten (Personalkostenzuschuß),2016,Rechnung,26732
5439,Verwaltungshaushalt,4,Soziale Sicherung,4689,Tageseinrichtung für Kinder - MuKuNa,Ausgaben,Personalkostenzuschüsse nach BayKiBiG,2016,Rechnung,50903
5440,Verwaltungshaushalt,4,Soziale Sicherung,4689,Tageseinrichtung für Kinder - MuKuNa,Ausgaben,Zuschüsse für lfd. Zwecke - Defizitausgleich -,2016,Rechnung,6816
5441,Verwaltungshaushalt,4,Soziale Sicherung,4700,Förderung der Wohlfahrtspflege,Ausgaben,Zuschüsse f. lfd. Zwecke -Mietzuschuss für betreutes Wohnen-,2016,Rechnung,8483
5442,Verwaltungshaushalt,4,Soziale Sicherung,4700,Förderung der Wohlfahrtspflege,Ausgaben,Sonderrechnungen Sozialdienst,2016,Rechnung,40464
5443,Verwaltungshaushalt,4,Soziale Sicherung,4709,Förderung der Wohlfahrtspflege,Einnahmen,"Spenden,Schenkungen und Erbschaften f. gemeinn. und soziale Einrichtungen",2016,Rechnung,0
5444,Verwaltungshaushalt,4,Soziale Sicherung,4709,Förderung der Wohlfahrtspflege,Ausgaben,"Post-, Fernmeldegebühren",2016,Rechnung,0
5445,Verwaltungshaushalt,4,Soziale Sicherung,4709,Förderung der Wohlfahrtspflege,Ausgaben,"Innere Verrechnung unentgeltliche Objektnutzung (GL 8801, 8806, 8812.1690)",2016,Rechnung,26014
5446,Verwaltungshaushalt,4,Soziale Sicherung,4709,Förderung der Wohlfahrtspflege,Ausgaben,Zuschüsse für Ifd.Zwecke an Wohlfahrtsverbände und Dritte,2016,Rechnung,3368
5447,Verwaltungshaushalt,4,Soziale Sicherung,4709,Förderung der Wohlfahrtspflege,Ausgaben,Zuschüsse Arbeiterwohlfahrt,2016,Rechnung,1997
5448,Verwaltungshaushalt,4,Soziale Sicherung,4709,Förderung der Wohlfahrtspflege,Ausgaben,Zuschüsse f.lfd.Zwecke f.Maßnahmen der Gesundheitspflege-Sozialdienst Gilching,2016,Rechnung,0
5449,Verwaltungshaushalt,4,Soziale Sicherung,4709,Förderung der Wohlfahrtspflege,Ausgaben,Sozialdienst Gilching-Argelsried e.v.  -Bezuschussung Geschäftsführer-,2016,Rechnung,35000
5450,Verwaltungshaushalt,4,Soziale Sicherung,4709,Förderung der Wohlfahrtspflege,Ausgaben,"Zuschüsse f.lfd. Zwecke an sonstige Verbände, VDK-Ortsverband",2016,Rechnung,0
5451,Verwaltungshaushalt,4,Soziale Sicherung,4981,Freiwillige Weihnachtshilfe-örtlicher Bereich,Einnahmen,"Zuschüsse f.lfd. Zwecke vom übrigen Bereichen, u.a. Spenden, Schenkungen,etc",2016,Rechnung,0
5452,Verwaltungshaushalt,4,Soziale Sicherung,4981,Freiwillige Weihnachtshilfe-örtlicher Bereich,Ausgaben,Weitere soziale Leistungen Weihnachtsgabe und dgl.,2016,Rechnung,540
5453,Verwaltungshaushalt,4,Soziale Sicherung,4987,Stiftung Trenkl,Einnahmen,"Zuschüsse f.lfd. Zwecke vom übrigen Bereichen, u.a. Spenden, Schenkungen,etc",2016,Rechnung,0
5454,Verwaltungshaushalt,4,Soziale Sicherung,4987,Stiftung Trenkl,Ausgaben,Weitere soziale Leistungen,2016,Rechnung,0
5455,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5100,Krankenhäuser,Ausgaben,Zuweisungen f.Ifd.Zwecke an Zweckverb. u.dgl.Kranken hauszweckverband Seefeld,2016,Rechnung,111114
5456,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5400,Sonstige Einrichtungen und Maßnahmen der Gesundheitspflege,Ausgaben,Verschiedener Betriebsaufwand,2016,Rechnung,0
5457,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5500,Förderung des Sports,Ausgaben,Verschiedener Betriebsaufwand  -Sportlerehrung-,2016,Rechnung,2736
5458,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5500,Förderung des Sports,Ausgaben,"Innere Verrechnung unentg. Objektnutzung (GL 8802, 8820, 8821, 8822.1690)",2016,Rechnung,162503
5459,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5500,Förderung des Sports,Ausgaben,Zuschüsse für lfd. Zwecke an Jugendver- bände u.ä. sowie deren Einrichtungen,2016,Rechnung,0
5460,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5500,Förderung des Sports,Ausgaben,"Zuschüsse f.Ifd.Zwecke an Sportverbände und -vereine, sowie deren Einrichtungen",2016,Rechnung,46842
5461,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Einnahmen,Benutzungsgebühren und ähnl.Entgelte,2016,Rechnung,0
5462,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Einnahmen,Pachten,2016,Rechnung,0
5463,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Einnahmen,Erstattungen durch übrige Bereiche Personalkostenersatz TSV-Tennisabt.,2016,Rechnung,10000
5464,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Ausgaben,Angestelltenvergütungen,2016,Rechnung,42268
5465,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Rechnung,6038
5466,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Ausgaben,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",2016,Rechnung,14549
5467,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Ausgaben,Gebäude- und Grundstücksunterhaltung Sportanlagen (Hochbauten),2016,Rechnung,0
5468,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Ausgaben,Unterhalt:Sportanlagen,2016,Rechnung,37581
5469,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Ausgaben,Verwaltungs- u. Zweckausstattung,2016,Rechnung,0
5470,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Ausgaben,GWG (0  - 410  Netto),2016,Rechnung,496
5471,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Ausgaben,Gebäudebewirtschaftungskosten,2016,Rechnung,11183
5472,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Ausgaben,Haltung von Fahrzeugen,2016,Rechnung,3420
5473,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Ausgaben,Steuern und Versicherungen,2016,Rechnung,173
5474,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5600,Sportanlagen,Ausgaben,Innere Verrechnung Personalkosten Bauhof (7711.1691),2016,Rechnung,23904
5475,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5810,Parkanlagen und öffentliche Grünflächen,Einnahmen,Zuschüsse+Spenden für lfd. Zwecke vom übrigen Bereich,2016,Rechnung,0
5476,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5810,Parkanlagen und öffentliche Grünflächen,Ausgaben,Gebäude- und Grundstücksunterhaltung,2016,Rechnung,19416
5477,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5810,Parkanlagen und öffentliche Grünflächen,Ausgaben,Baumkontrolle,2016,Rechnung,0
5478,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5810,Parkanlagen und öffentliche Grünflächen,Ausgaben,Gebäudebewirtschaftungskosten,2016,Rechnung,36657
5479,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5810,Parkanlagen und öffentliche Grünflächen,Ausgaben,Innere Verrechnung Personalkosten Bauhof (7711.1691),2016,Rechnung,196718
5480,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5900,Badesee,Ausgaben,Vermischte Ausgaben,2016,Rechnung,1868
5481,Verwaltungshaushalt,5,"Gesundheit, Sport, Erholung",5939,"Naherholungsgebiete, Naturparks u. Erholungszentren",Ausgaben,"Mitgliedsbeiträge an Verbände, Vereine und dgl.",2016,Rechnung,4722
