"ID";"Jahr";"Bereich";"Bereichbezeichnung";"Gruppe";"Gruppen-Bezeichnung";"Produkt";"Produkt-Bezeichnung";"FIBU-Konto";"Konto-Bezeichnung";"Art";"Ansatz"
281;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";5331030;"Leistungen an Nichtseßhafte";"Ausgaben";1700
282;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";4487001;"Schadenersatzleistungen       ";"Einnahmen";1000
283;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5412005;"Zusch. Erlang.Fahrerlaub.Kl.C ";"Ausgaben";3091
284;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5041000;"Beihilfen für Beamte";"Ausgaben";20
285;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06365";"Tageseinrichtungen für Kinder";"0636501";"Tageseinrichtungen für Kinder";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";1295647
286;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12545";"Straßenreinigung";"1254501";"Straßenreinigung und Winterdienst";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";11489
287;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111106";"Presse- und Öffentlichkeitsarbeit, Partnerschaften";5291033;"Städtepartnerschaft";"Ausgaben";2081
288;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5281021;"Jugendfreizeiten";"Ausgaben";1800
289;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5291004;"Abfuhrentg.Bünd.samml.(Grünab)";"Ausgaben";4404
290;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5291011;"Abfuhrentgelt Hausmüll        ";"Ausgaben";86879
291;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5291024;"Vergütung Abfuhr Biotonne     ";"Ausgaben";56913
292;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5291029;"Computerunterst.Behälterentl. ";"Ausgaben";8253
293;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";4211031;"Erstattungen Sozialleistungsträger";"Einnahmen";2000
294;2015;"05";"Soziale Leistungen";"05331";"Förderung von anderen Trägern der Wohlfahrtspflege";"0533101";"Förderung von anderen Trägern der Wohlfahrtspflege";5318007;"Zuschuss an Caritasverband M. ";"Ausgaben";990
295;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5281008;"Bücher und Zeitschriften K + T";"Ausgaben";200
296;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";4591000;"vermischte Einnahmen";"Einnahmen";500
297;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4481002;"Pauschale Landeszuweisung õ 4 FlüAG";"Einnahmen";67515
298;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4481003;"Pausch. Landeszuw. soz. Betreuung õ 4 FlüAG";"Einnahmen";2100
299;2015;"05";"Soziale Leistungen";"05351";"Sonstige soziale Leistungen";"0535101";"Sonstige soziale Leistungen";5291019;"Kostenbeteiligung Mobilticket ";"Ausgaben";18500
300;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";5255000;"Unterh./Instandsetzung bewegl. Vermögen";"Ausgaben";312
301;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5499029;"Zuwendungen aus ÖKinder.Lachen.LernenÖ";"Ausgaben";0
302;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111107";"Personalwesen";5412001;"Ausbild. von Verw.angehörigen ";"Ausgaben";8243
303;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06365";"Tageseinrichtungen für Kinder";"0636501";"Tageseinrichtungen für Kinder";5411000;"Personalnebenkosten";"Ausgaben";1030
304;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5411000;"Personalnebenkosten";"Ausgaben";259
305;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5291013;"Aufwend. aus FW-Einsätzen     ";"Ausgaben";2081
306;2015;"08";"Sportförderung";"08424";"Sportstätten und Bäder";"0842401";"Bereitstellung und Betrieb von Sportanlagen";5211025;"Unterhaltungsk.d. Sportplätze ";"Ausgaben";10408
307;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";5211006;"Pau. Unterh.k.Straßenbeleuchtung";"Ausgaben";60000
308;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";4487001;"Schadenersatzleistungen       ";"Einnahmen";3000
309;2015;"10";"Bauen und Wohnen";"10523";"Denkmalschutz und -pflege";"1052301";"Denkmalschutz und -pflege";4591000;"vermischte Einnahmen";"Einnahmen";0
310;2015;"13";"Natur und Landschaftspflege";"13553";"Friedhofs- und Bestattungswesen";"1355301";"Friedhöfe";4311001;"Erst.K.für Grabmalbeseitigung ";"Einnahmen";2970
311;2015;"15";"Wirtschaft und Tourismus";"15571";"Wirtschaftsförderung";"1557101";"Wirtschaftsförderung";5291034;"Beratungsleistungen";"Ausgaben";15000
312;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4487000;"Erstattung Beihilfekosten";"Einnahmen";5000
313;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";4487000;"Erstattung Beihilfekosten";"Einnahmen";50000
314;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111102";"Verwaltungsführung";4487000;"Erstattung Beihilfekosten";"Einnahmen";10000
315;2015;"09";"Räumliche Planungs- und Entwicklung, Geoinformationen";"09511";"Räumliche Planungs- und Entwicklungsmaßnahmen, Geoinformationen";"0951101";"Bauleitplanung, Flurbereinigung, Umsiedlung";4487000;"Erstattung Beihilfekosten";"Einnahmen";28000
316;2015;"16";"Allgemeine Finanzwirtschaft";"16611";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";"1661101";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";5473000;"Aufwendungen St.Ni.Erl.";"Ausgaben";0
317;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5473000;"Aufwendungen St.Ni.Erl.";"Ausgaben";0
318;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";4591000;"vermischte Einnahmen";"Einnahmen";5
319;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";5318011;"Zusch.Betriebs/Unterh.k.Heimat";"Ausgaben";800
320;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531502";"Soziale Einrichtungen für Wohnungslose, Aussiedler und Asylbewerber";5211001;"Beseitigung von Glasschäden";"Ausgaben";409
321;2015;"02";"Sicherheit und Ordnung";"02121";"Statistik und Wahlen";"0212102";"Wahlen";4480001;"Erstatt. Wahlk. Bundestagswahl";"Einnahmen";0
322;2015;"03";"Schulträgeraufgaben";"03243";"Offene Ganztagsschule";"0324301";"Offene Ganztagsschule";5281017;"Sachkosten OGS                ";"Ausgaben";10408
323;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5232006;"Erst.Betriebk.Lehrschwimm.anSV";"Ausgaben";31218
324;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06366";"Einrichtungen der Jugendarbeit";"0636601";"Bereitstellung u. Betrieb von Spielplätzen, Bolzplätzen und Skateanlagen";5211022;"Unterhaltungsaufwand Spielpl.";"Ausgaben";5204
325;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111102";"Verwaltungsführung";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";50021
326;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";93109
327;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";50842
328;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111107";"Personalwesen";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";32435
329;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";217550
330;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";8422
331;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";52285
332;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212202";"Gewerbe und Gaststätten";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";15386
333;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212203";"Einwohnermeldewesen";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";40405
334;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212204";"Personenstandswesen";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";35913
335;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";12505
336;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";141119
337;2015;"03";"Schulträgeraufgaben";"03221";"Sonderschulen";"0322101";"Zweckverband Sonderschule";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";0
338;2015;"03";"Schulträgeraufgaben";"03241";"Schülerbeförderung";"0324101";"Schülerbeförderung";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";3716
339;2015;"04";"Kultur und Wissenschaft";"04263";"Musikschulen";"0426301";"Musikschule ";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";3716
340;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";24754
341;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";7001
342;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531501";"Soziale Einrichtungen für Ältere";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";56232
343;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531502";"Soziale Einrichtungen für Wohnungslose, Aussiedler und Asylbewerber";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";5693
344;2015;"05";"Soziale Leistungen";"05331";"Förderung von anderen Trägern der Wohlfahrtspflege";"0533101";"Förderung von anderen Trägern der Wohlfahrtspflege";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";2411
345;2015;"05";"Soziale Leistungen";"05351";"Sonstige soziale Leistungen";"0535101";"Sonstige soziale Leistungen";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";47215
346;2015;"08";"Sportförderung";"08424";"Sportstätten und Bäder";"0842401";"Bereitstellung und Betrieb von Sportanlagen";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";22469
347;2015;"09";"Räumliche Planungs- und Entwicklung, Geoinformationen";"09511";"Räumliche Planungs- und Entwicklungsmaßnahmen, Geoinformationen";"0951101";"Bauleitplanung, Flurbereinigung, Umsiedlung";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";88049
348;2015;"10";"Bauen und Wohnen";"10521";"Bau- und Grundstücksordnung";"1052101";"Freistellung- und Genehmigungsverfahren, Ordnungsaufgaben";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";18266
349;2015;"10";"Bauen und Wohnen";"10522";"Wohnungsbauförderung";"1052201";"Wohnungsbauförderung";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";3796
350;2015;"10";"Bauen und Wohnen";"10523";"Denkmalschutz und -pflege";"1052301";"Denkmalschutz und -pflege";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";3796
351;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";29082
352;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";25308
353;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";29211
354;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111102";"Verwaltungsführung";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";3871
355;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";11080
356;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";3938
357;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111107";"Personalwesen";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";2509
358;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";16847
359;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";651
360;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";4044
361;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212202";"Gewerbe und Gaststätten";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";1190
362;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212203";"Einwohnermeldewesen";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";3125
363;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212204";"Personenstandswesen";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";2777
364;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";968
365;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";10947
366;2015;"03";"Schulträgeraufgaben";"03221";"Sonderschulen";"0322101";"Zweckverband Sonderschule";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";0
367;2015;"03";"Schulträgeraufgaben";"03241";"Schülerbeförderung";"0324101";"Schülerbeförderung";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";288
368;2015;"03";"Schulträgeraufgaben";"03243";"Offene Ganztagsschule";"0324301";"Offene Ganztagsschule";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";1022
369;2015;"04";"Kultur und Wissenschaft";"04263";"Musikschulen";"0426301";"Musikschule ";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";288
370;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";1915
371;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";541
372;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531501";"Soziale Einrichtungen für Ältere";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";4647
373;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531502";"Soziale Einrichtungen für Wohnungslose, Aussiedler und Asylbewerber";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";4403
374;2015;"05";"Soziale Leistungen";"05331";"Förderung von anderen Trägern der Wohlfahrtspflege";"0533101";"Förderung von anderen Trägern der Wohlfahrtspflege";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";187
375;2015;"05";"Soziale Leistungen";"05351";"Sonstige soziale Leistungen";"0535101";"Sonstige soziale Leistungen";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";3653
376;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";8927
377;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06365";"Tageseinrichtungen für Kinder";"0636501";"Tageseinrichtungen für Kinder";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";100422
378;2015;"08";"Sportförderung";"08421";"Förderung des Sports";"0842101";"Förderung des Sports";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";1022
379;2015;"08";"Sportförderung";"08424";"Sportstätten und Bäder";"0842401";"Bereitstellung und Betrieb von Sportanlagen";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";1738
380;2015;"09";"Räumliche Planungs- und Entwicklung, Geoinformationen";"09511";"Räumliche Planungs- und Entwicklungsmaßnahmen, Geoinformationen";"0951101";"Bauleitplanung, Flurbereinigung, Umsiedlung";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";6815
381;2015;"10";"Bauen und Wohnen";"10521";"Bau- und Grundstücksordnung";"1052101";"Freistellung- und Genehmigungsverfahren, Ordnungsaufgaben";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";1413
382;2015;"10";"Bauen und Wohnen";"10522";"Wohnungsbauförderung";"1052201";"Wohnungsbauförderung";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";294
383;2015;"10";"Bauen und Wohnen";"10523";"Denkmalschutz und -pflege";"1052301";"Denkmalschutz und -pflege";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";294
384;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";3515
385;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";1961
386;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";2260
387;2015;"13";"Natur und Landschaftspflege";"13551";"Öffentliches Grün, Landschaftsbau";"1355101";"Parkanlagen und öffentliche Grünflächen, Dorfverschönerung";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";13338
388;2015;"13";"Natur und Landschaftspflege";"13553";"Friedhofs- und Bestattungswesen";"1355301";"Friedhöfe";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";7424
389;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";4716
390;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111102";"Verwaltungsführung";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";9981
391;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";28991
392;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";10123
393;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111107";"Personalwesen";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";6633
394;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";44344
395;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";1611
396;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";10371
397;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212202";"Gewerbe und Gaststätten";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";2979
398;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212203";"Einwohnermeldewesen";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";8228
399;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212204";"Personenstandswesen";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";7329
400;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";2504
401;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";28639
402;2015;"03";"Schulträgeraufgaben";"03221";"Sonderschulen";"0322101";"Zweckverband Sonderschule";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";0
403;2015;"03";"Schulträgeraufgaben";"03241";"Schülerbeförderung";"0324101";"Schülerbeförderung";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";760
404;2015;"04";"Kultur und Wissenschaft";"04263";"Musikschulen";"0426301";"Musikschule ";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";760
405;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";5058
406;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";1433
407;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531501";"Soziale Einrichtungen für Ältere";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";11005
408;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531502";"Soziale Einrichtungen für Wohnungslose, Aussiedler und Asylbewerber";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";1163
409;2015;"05";"Soziale Leistungen";"05331";"Förderung von anderen Trägern der Wohlfahrtspflege";"0533101";"Förderung von anderen Trägern der Wohlfahrtspflege";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";488
410;2015;"05";"Soziale Leistungen";"05351";"Sonstige soziale Leistungen";"0535101";"Sonstige soziale Leistungen";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";9637
411;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";23245
412;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06365";"Tageseinrichtungen für Kinder";"0636501";"Tageseinrichtungen für Kinder";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";261416
413;2015;"08";"Sportförderung";"08424";"Sportstätten und Bäder";"0842401";"Bereitstellung und Betrieb von Sportanlagen";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";4514
414;2015;"09";"Räumliche Planungs- und Entwicklung, Geoinformationen";"09511";"Räumliche Planungs- und Entwicklungsmaßnahmen, Geoinformationen";"0951101";"Bauleitplanung, Flurbereinigung, Umsiedlung";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";17096
415;2015;"10";"Bauen und Wohnen";"10521";"Bau- und Grundstücksordnung";"1052101";"Freistellung- und Genehmigungsverfahren, Ordnungsaufgaben";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";3592
416;2015;"10";"Bauen und Wohnen";"10522";"Wohnungsbauförderung";"1052201";"Wohnungsbauförderung";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";775
417;2015;"10";"Bauen und Wohnen";"10523";"Denkmalschutz und -pflege";"1052301";"Denkmalschutz und -pflege";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";775
418;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";4429
419;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";4929
