Amt / Dienststelle,Betrag,Dezernatsbezeichnung,Teilhaushalte,Produktgruppe,Dezernat,Produktgruppenbezeichnung,Teilhaushalte Bezeichnung,Produktbezeichnung,Produkt,Amt / Dienststelle Bezeichnung,Jahr,Produktbereich,Art,Produktbereich Bezeichnung
AMT-155,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,155 Ortsverw. Munzingen,2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,155 Ortsverw. Munzingen,2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,155 Ortsverw. Munzingen,2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,3390.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,155 Ortsverw. Munzingen,2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,1085.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,155 Ortsverw. Munzingen,2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,3390.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,155 Ortsverw. Munzingen,2018,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,1115.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,155 Ortsverw. Munzingen,2018,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,156 Ortsverw. Hochdorf,2015,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,156 Ortsverw. Hochdorf,2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,156 Ortsverw. Hochdorf,2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,156 Ortsverw. Hochdorf,2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,156 Ortsverw. Hochdorf,2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,1697.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,156 Ortsverw. Hochdorf,2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,156 Ortsverw. Hochdorf,2018,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,1731.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,156 Ortsverw. Hochdorf,2018,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,157 Ortsverw. Ebnet,2015,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,157 Ortsverw. Ebnet,2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,157 Ortsverw. Ebnet,2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,157 Ortsverw. Ebnet,2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,157 Ortsverw. Ebnet,2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,4581.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,157 Ortsverw. Ebnet,2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,157 Ortsverw. Ebnet,2018,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,4632.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,157 Ortsverw. Ebnet,2018,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-158,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,158 Ortsverw. Kappel,2015,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-158,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,158 Ortsverw. Kappel,2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-158,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,158 Ortsverw. Kappel,2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-158,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,158 Ortsverw. Kappel,2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-158,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,158 Ortsverw. Kappel,2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-158,10790.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,158 Ortsverw. Kappel,2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-158,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,158 Ortsverw. Kappel,2018,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-158,11023.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Straßenreinigung,545001,158 Ortsverw. Kappel,2018,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-660,0.0,Dezernat V BM Prof. Dr. Haag,THH_26,5450,DEZ-V,Straßenreingung und Winterdienst,"THH 26 Garten-, Tiefbauamt",Straßenreinigung,545001,"660 Garten-, Tiefbauamt",2015,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-660,-0.0,Dezernat V BM Prof. Dr. Haag,THH_26,5450,DEZ-V,Straßenreingung und Winterdienst,"THH 26 Garten-, Tiefbauamt",Straßenreinigung,545001,"660 Garten-, Tiefbauamt",2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-660,0.0,Dezernat V BM Prof. Dr. Haag,THH_26,5450,DEZ-V,Straßenreingung und Winterdienst,"THH 26 Garten-, Tiefbauamt",Straßenreinigung,545001,"660 Garten-, Tiefbauamt",2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-660,-0.0,Dezernat V BM Prof. Dr. Haag,THH_26,5450,DEZ-V,Straßenreingung und Winterdienst,"THH 26 Garten-, Tiefbauamt",Straßenreinigung,545001,"660 Garten-, Tiefbauamt",2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-660,450851.0,Dezernat V BM Prof. Dr. Haag,THH_26,5450,DEZ-V,Straßenreingung und Winterdienst,"THH 26 Garten-, Tiefbauamt",Straßenreinigung,545001,"660 Garten-, Tiefbauamt",2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-660,6876183.0,Dezernat V BM Prof. Dr. Haag,THH_26,5450,DEZ-V,Straßenreingung und Winterdienst,"THH 26 Garten-, Tiefbauamt",Straßenreinigung,545001,"660 Garten-, Tiefbauamt",2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-660,450851.0,Dezernat V BM Prof. Dr. Haag,THH_26,5450,DEZ-V,Straßenreingung und Winterdienst,"THH 26 Garten-, Tiefbauamt",Straßenreinigung,545001,"660 Garten-, Tiefbauamt",2018,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-660,6876735.0,Dezernat V BM Prof. Dr. Haag,THH_26,5450,DEZ-V,Straßenreingung und Winterdienst,"THH 26 Garten-, Tiefbauamt",Straßenreinigung,545001,"660 Garten-, Tiefbauamt",2018,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-151,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,151 Ortsverw. Lehen,2015,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-151,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,151 Ortsverw. Lehen,2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-151,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,151 Ortsverw. Lehen,2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-151,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,151 Ortsverw. Lehen,2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-151,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,151 Ortsverw. Lehen,2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-151,1100.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,151 Ortsverw. Lehen,2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-151,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,151 Ortsverw. Lehen,2018,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-151,1115.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,151 Ortsverw. Lehen,2018,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-152,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,152 Ortsverw. Opfingen,2015,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-152,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,152 Ortsverw. Opfingen,2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-152,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,152 Ortsverw. Opfingen,2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-152,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,152 Ortsverw. Opfingen,2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-152,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,152 Ortsverw. Opfingen,2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-152,1304.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,152 Ortsverw. Opfingen,2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-152,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,152 Ortsverw. Opfingen,2018,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-152,1342.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,152 Ortsverw. Opfingen,2018,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-153,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,153 Ortsverw. Waltershofen,2015,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-153,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,153 Ortsverw. Waltershofen,2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-153,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,153 Ortsverw. Waltershofen,2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-153,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,153 Ortsverw. Waltershofen,2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-153,72.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,153 Ortsverw. Waltershofen,2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-153,4610.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,153 Ortsverw. Waltershofen,2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-153,72.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,153 Ortsverw. Waltershofen,2018,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-153,4671.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,153 Ortsverw. Waltershofen,2018,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-154,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,154 Ortsverw. Tiengen,2015,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-154,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,154 Ortsverw. Tiengen,2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-154,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,154 Ortsverw. Tiengen,2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-154,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,154 Ortsverw. Tiengen,2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-154,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,154 Ortsverw. Tiengen,2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-154,1092.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,154 Ortsverw. Tiengen,2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-154,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,154 Ortsverw. Tiengen,2018,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-154,1109.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,154 Ortsverw. Tiengen,2018,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,155 Ortsverw. Munzingen,2015,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,155 Ortsverw. Munzingen,2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,155 Ortsverw. Munzingen,2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,155 Ortsverw. Munzingen,2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,155 Ortsverw. Munzingen,2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,727.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,155 Ortsverw. Munzingen,2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,155 Ortsverw. Munzingen,2018,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-155,747.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,155 Ortsverw. Munzingen,2018,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,156 Ortsverw. Hochdorf,2015,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,156 Ortsverw. Hochdorf,2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,156 Ortsverw. Hochdorf,2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,156 Ortsverw. Hochdorf,2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,156 Ortsverw. Hochdorf,2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,560.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,156 Ortsverw. Hochdorf,2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,156 Ortsverw. Hochdorf,2018,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-156,571.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,156 Ortsverw. Hochdorf,2018,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,157 Ortsverw. Ebnet,2015,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,157 Ortsverw. Ebnet,2015,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,157 Ortsverw. Ebnet,2016,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,-0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,157 Ortsverw. Ebnet,2016,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,0.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,157 Ortsverw. Ebnet,2017,54,Erträge,"Verkehrsflächen und -anlagen, ÖPNV"
AMT-157,1530.0,Dezernat I OB Dr. Salomon,THH_01,5450,DEZ-I,Straßenreingung und Winterdienst,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Winterdienst,545002,157 Ortsverw. Ebnet,2017,54,Aufwendungen,"Verkehrsflächen und -anlagen, ÖPNV"
