Gruppierung Bezeichnung,Produktbereich,Produktbereich Bezeichnung,Produktgruppe,Produktgruppe Bezeichnung,Haushaltsjahr,Ertrag / Aufwand,Betrag,Haushalt
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2020,Erträge,328000.0,Plan
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.11,Palmengarten,2015,Erträge,0.0,Soll
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.11,Palmengarten,2016,Erträge,20000.0,Soll
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.11,Palmengarten,2018,Erträge,20000.0,Plan
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.11,Palmengarten,2019,Erträge,20000.0,Plan
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.11,Palmengarten,2020,Erträge,20000.0,Plan
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2015,Erträge,221.9,Soll
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2016,Erträge,700000.0,Soll
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2017,Erträge,0.0,Soll
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2018,Erträge,0.0,Plan
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2019,Erträge,0.0,Plan
Kostenersatzleistungen und -erstattungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2020,Erträge,0.0,Plan
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.02,Personalentwicklung,2015,Erträge,1759906.84,Soll
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.02,Personalentwicklung,2016,Erträge,40000.0,Soll
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.02,Personalentwicklung,2017,Erträge,40000.0,Soll
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.02,Personalentwicklung,2018,Erträge,40000.0,Plan
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.02,Personalentwicklung,2019,Erträge,40000.0,Plan
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.02,Personalentwicklung,2020,Erträge,40000.0,Plan
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.06,Zentrale Personalangelegenheiten,2015,Erträge,1049186.54,Soll
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.06,Zentrale Personalangelegenheiten,2016,Erträge,1486000.0,Soll
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.06,Zentrale Personalangelegenheiten,2017,Erträge,1711000.0,Soll
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.06,Zentrale Personalangelegenheiten,2018,Erträge,1711000.0,Plan
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.06,Zentrale Personalangelegenheiten,2019,Erträge,1711000.0,Plan
Kostenersatzleistungen und -erstattungen,32,Personal und Organisation,32.06,Zentrale Personalangelegenheiten,2020,Erträge,1711000.0,Plan
Kostenersatzleistungen und -erstattungen,98,Zentrale Finanzwirtschaft,98.05,Zentrale Finanzleistungen,2015,Erträge,-1395.49,Soll
Kostenersatzleistungen und -erstattungen,98,Zentrale Finanzwirtschaft,98.05,Zentrale Finanzleistungen,2016,Erträge,0.0,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2015,Erträge,5099326.12,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2016,Erträge,3810000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2017,Erträge,4587000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2018,Erträge,4587000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2019,Erträge,4587000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2020,Erträge,4587000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2015,Erträge,1260463.49,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2016,Erträge,1100000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2017,Erträge,1102000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2018,Erträge,1102000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2019,Erträge,1102000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2020,Erträge,1102000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2015,Erträge,17953109.96,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2016,Erträge,13522000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2017,Erträge,14252000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2018,Erträge,14252000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2019,Erträge,14252000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2020,Erträge,14252000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2015,Erträge,19416173.31,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2016,Erträge,13950000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2017,Erträge,16088000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2018,Erträge,16088000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2019,Erträge,16088000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2020,Erträge,16088000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2015,Erträge,7584439.4,Soll
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2016,Erträge,7746000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2017,Erträge,8246000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2018,Erträge,8246000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2019,Erträge,8246000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2020,Erträge,8246000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2015,Erträge,2624934.62,Soll
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2016,Erträge,2364000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2017,Erträge,2297000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2018,Erträge,2434000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2019,Erträge,2570000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2020,Erträge,2707000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2015,Erträge,10504864.48,Soll
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2016,Erträge,7810000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2017,Erträge,10215000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2018,Erträge,10281000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2019,Erträge,10346000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2020,Erträge,10413000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,13,Stadtplanung,13.01,Stadtplanung,2015,Erträge,3268733.13,Soll
Öffentlich-rechtliche Leistungsentgelte,13,Stadtplanung,13.01,Stadtplanung,2016,Erträge,2874000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,13,Stadtplanung,13.01,Stadtplanung,2017,Erträge,2874000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,13,Stadtplanung,13.01,Stadtplanung,2018,Erträge,2874000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,13,Stadtplanung,13.01,Stadtplanung,2019,Erträge,2874000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,13,Stadtplanung,13.01,Stadtplanung,2020,Erträge,2874000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2015,Erträge,292349.31,Soll
Öffentlich-rechtliche Leistungsentgelte,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2016,Erträge,300000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2017,Erträge,300000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2018,Erträge,300000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2019,Erträge,300000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2020,Erträge,300000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2015,Erträge,20873871.15,Soll
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2016,Erträge,15511000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2017,Erträge,20850000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2018,Erträge,21058000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2019,Erträge,21233000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2020,Erträge,21374000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2015,Erträge,29800.0,Soll
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2016,Erträge,11000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2017,Erträge,11000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2018,Erträge,11000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2019,Erträge,11000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2020,Erträge,11000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.01,Erschließung,2015,Erträge,6243.0,Soll
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.01,Erschließung,2016,Erträge,2000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.01,Erschließung,2017,Erträge,2000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.01,Erschließung,2018,Erträge,2000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.01,Erschließung,2019,Erträge,2000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.01,Erschließung,2020,Erträge,2000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2015,Erträge,10752644.45,Soll
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2016,Erträge,9431000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2017,Erträge,9551000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2018,Erträge,9551000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2019,Erträge,9551000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2020,Erträge,9551000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,16,Nahverkehr und ÖPNV,16.08,Parkierungseinrichtungen,2015,Erträge,,Soll
Öffentlich-rechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2015,Erträge,84553.67,Soll
Öffentlich-rechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2016,Erträge,6000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2017,Erträge,16000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2018,Erträge,16000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2019,Erträge,16000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,17,Wohnen,17.01,Wohnen,2020,Erträge,16000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2015,Erträge,14612.59,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.01,Infektiologie,2015,Erträge,157328.88,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.01,Infektiologie,2016,Erträge,121000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.01,Infektiologie,2017,Erträge,121000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.01,Infektiologie,2018,Erträge,121000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.01,Infektiologie,2019,Erträge,121000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.01,Infektiologie,2020,Erträge,121000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2015,Erträge,450121.73,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2016,Erträge,431000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2017,Erträge,431000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2018,Erträge,431000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2019,Erträge,431000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.02,Medizinische Dienste und Hygiene,2020,Erträge,431000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2015,Erträge,370099.29,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2016,Erträge,3000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2017,Erträge,3000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2018,Erträge,3000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2019,Erträge,3000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.03,Kinder- und Jugendmedizin,2020,Erträge,3000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2015,Erträge,1284.0,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2016,Erträge,3000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2017,Erträge,3000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2018,Erträge,3000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2019,Erträge,3000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,19,Gesundheit,19.04,Psychiatrie,2020,Erträge,3000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2015,Erträge,309.52,Soll
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2016,Erträge,1000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2017,Erträge,1000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2018,Erträge,1000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2019,Erträge,1000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.01,Schulbetriebsmanagement/pädag. Aufgaben,2020,Erträge,1000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2015,Erträge,0.0,Soll
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2016,Erträge,0.0,Soll
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2017,Erträge,0.0,Soll
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2018,Erträge,0.0,Plan
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2019,Erträge,0.0,Plan
Öffentlich-rechtliche Leistungsentgelte,20,Bildung,20.07,Angebote der Stadtbücherei,2020,Erträge,0.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.01,Umweltplanung und Umweltservice,2015,Erträge,143470.9,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.01,Umweltplanung und Umweltservice,2016,Erträge,184000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.01,Umweltplanung und Umweltservice,2017,Erträge,184000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.01,Umweltplanung und Umweltservice,2018,Erträge,184000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.01,Umweltplanung und Umweltservice,2019,Erträge,184000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.01,Umweltplanung und Umweltservice,2020,Erträge,184000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2015,Erträge,283544.92,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2016,Erträge,177000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2017,Erträge,262000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2018,Erträge,262000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2019,Erträge,262000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.02,Umweltcontrolling,2020,Erträge,262000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2015,Erträge,883.1,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2016,Erträge,50000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2017,Erträge,50000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2018,Erträge,50000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2019,Erträge,50000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2020,Erträge,50000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2015,Erträge,50660.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2016,Erträge,40000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2017,Erträge,40000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2018,Erträge,40000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2019,Erträge,40000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.07,StadtForst,2020,Erträge,40000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2015,Erträge,39700.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2016,Erträge,30000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2017,Erträge,30000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2018,Erträge,30000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2019,Erträge,30000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.09,Grün- und Freiflächen,2020,Erträge,30000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2015,Erträge,11338518.98,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2016,Erträge,14390000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2017,Erträge,14390000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2018,Erträge,14390000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2019,Erträge,14390000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2020,Erträge,14390000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2015,Erträge,116742672.88,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2016,Erträge,112000000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2017,Erträge,103158000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2018,Erträge,105052000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2019,Erträge,106000000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2020,Erträge,106000000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2015,Erträge,37263366.05,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2016,Erträge,40000000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2017,Erträge,36624000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2018,Erträge,37344000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2019,Erträge,38470000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,22,Umwelt,22.13,Straßenreinigung,2020,Erträge,39183000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2015,Erträge,1030.0,Soll
Öffentlich-rechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2016,Erträge,1000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2017,Erträge,1000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2018,Erträge,1000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2019,Erträge,1000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2020,Erträge,1000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2015,Erträge,0.0,Soll
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2016,Erträge,60000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2017,Erträge,60000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2018,Erträge,60000.0,Plan
