ID;Jahr;Haushalt Art;Einzelplan (W);Bezeichnung EP (W);Einzelplan|Bezeichnung (F);Gliederung;Bezeichnung Gliederung;Gliederung|Bezeichnung (F);Gruppierung;Bezeichnung;Gruppierung|Bezeichnung (F);Einnahme|Ausgabe;Betrag;Ansatz|Rechnung
5422;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6700;Straßenbeleuchtung;6700 - Straßenbeleuchtung;4690;Personalnebenausgaben ZVK-Pauschalsteuer;4690 - Personalnebenausgaben ZVK-Pauschalsteuer;Ausgabe;500,00;Ansatz
5423;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6700;Straßenbeleuchtung;6700 - Straßenbeleuchtung;6369;Sonstige Dienstleistungen durch Dritte (Straßenbeleuchtung);6369 - Sonstige Dienstleistungen durch Dritte (Straßenbeleuchtung);Ausgabe;1554600,00;Ansatz
5424;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6700;Straßenbeleuchtung;6700 - Straßenbeleuchtung;9350;Weihnachtsbeleuchtung Innenstadt;9350 - Weihnachtsbeleuchtung Innenstadt;Ausgabe;100000,00;Ansatz
5425;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6700;Straßenbeleuchtung;6700 - Straßenbeleuchtung;9555;Beleuchtung Moosweg;9555 - Beleuchtung Moosweg;Ausgabe;0,00;Ansatz
5426;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6700;Straßenbeleuchtung;6700 - Straßenbeleuchtung;9556;Straßenbeleuchtung Schmerlerstraße;9556 - Straßenbeleuchtung Schmerlerstraße;Ausgabe;0,00;Ansatz
5427;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6700;Straßenbeleuchtung;6700 - Straßenbeleuchtung;9557;Straßenbeleuchtung Albigstraße;9557 - Straßenbeleuchtung Albigstraße;Ausgabe;0,00;Ansatz
5428;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6700;Straßenbeleuchtung;6700 - Straßenbeleuchtung;9558;Straßenbeleuchtung Auf der Fichte;9558 - Straßenbeleuchtung Auf der Fichte;Ausgabe;0,00;Ansatz
5429;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6700;Straßenbeleuchtung;6700 - Straßenbeleuchtung;9559;Straßenbeleuchtung Baumfeldweg;9559 - Straßenbeleuchtung Baumfeldweg;Ausgabe;0,00;Ansatz
5430;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6700;Straßenbeleuchtung;6700 - Straßenbeleuchtung;9560;Straßenbeleuchtung Fenzelstraße;9560 - Straßenbeleuchtung Fenzelstraße;Ausgabe;0,00;Ansatz
5431;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6700;Straßenbeleuchtung;6700 - Straßenbeleuchtung;9561;Straßenbeleuchtung Unterfürberger Straße;9561 - Straßenbeleuchtung Unterfürberger Straße;Ausgabe;0,00;Ansatz
5432;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6700;Straßenbeleuchtung;6700 - Straßenbeleuchtung;9601;Beleuchtung für Fußgängerüberwege;9601 - Beleuchtung für Fußgängerüberwege;Ausgabe;0,00;Ansatz
5433;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1126;Straßenreinigungsgebühren (Reinigungsgebühr|TfA);1126 - Straßenreinigungsgebühren (Reinigungsgebühr|TfA);Einnahme;950000,00;Ansatz
5434;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1126;Straßenreinigungsgebühren (Reinigungsgebühr|KAG);1126 - Straßenreinigungsgebühren (Reinigungsgebühr|KAG);Einnahme;1607000,00;Ansatz
5435;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1127;Straßenreinigungsgebühren Sonderfälle;1127 - Straßenreinigungsgebühren Sonderfälle;Einnahme;2000,00;Ansatz
5436;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1553;Regressansprüche;1553 - Regressansprüche;Einnahme;0,00;Ansatz
5437;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1629;Sonstige Erstattungen durch Gemeinden und Gemeindeverbände (VmH);1629 - Sonstige Erstattungen durch Gemeinden und Gemeindeverbände (VmH);Einnahme;0,00;Ansatz
5438;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1650;Erstattungen durch kommunale Sonderrechnungen (GWF);1650 - Erstattungen durch kommunale Sonderrechnungen (GWF);Einnahme;0,00;Ansatz
5439;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1650;Erstattungen durch kommunale Sonderrechnungen (infra);1650 - Erstattungen durch kommunale Sonderrechnungen (infra);Einnahme;0,00;Ansatz
5440;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1651;Erstattungen von Eigenbetrieben (StEF);1651 - Erstattungen von Eigenbetrieben (StEF);Einnahme;0,00;Ansatz
5441;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1670;Erstattungen durch private Unternehmen;1670 - Erstattungen durch private Unternehmen;Einnahme;0,00;Ansatz
5442;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1680;Erstattungen durch übrige Bereiche;1680 - Erstattungen durch übrige Bereiche;Einnahme;0,00;Ansatz
5443;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1698;Innere Verrechnung innerstädt. Leistungen;1698 - Innere Verrechnung innerstädt. Leistungen;Einnahme;42000,00;Ansatz
5444;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;1740;Zuweisungen für lfd. Zwecke vom sonstigen öffentlichen Bereich (Personalkosten);1740 - Zuweisungen für lfd. Zwecke vom sonstigen öffentlichen Bereich (Personalkosten);Einnahme;0,00;Ansatz
5445;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;3450;Einnahmen aus der Veräußerung von beweglichen Sachen;3450 - Einnahmen aus der Veräußerung von beweglichen Sachen;Einnahme;0,00;Ansatz
5446;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4100;Beamtenbezüge;4100 - Beamtenbezüge;Ausgabe;13200,00;Ansatz
5447;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4110;Zuführungen zur Versorgungsrücklage Beamte;4110 - Zuführungen zur Versorgungsrücklage Beamte;Ausgabe;100,00;Ansatz
5448;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4140;Entgelte für tariflich Beschäftigte;4140 - Entgelte für tariflich Beschäftigte;Ausgabe;1160200,00;Ansatz
5449;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4160;Beschäftigungsentgelte und dgl.;4160 - Beschäftigungsentgelte und dgl.;Ausgabe;0,00;Ansatz
5450;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4200;Versorgungsbezüge Beamte;4200 - Versorgungsbezüge Beamte;Ausgabe;7000,00;Ansatz
5451;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4210;Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;4210 - Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;Ausgabe;200,00;Ansatz
5452;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4340;Beiträge zu Versorgungskassen Tariflich Beschäftigte;4340 - Beiträge zu Versorgungskassen Tariflich Beschäftigte;Ausgabe;89900,00;Ansatz
5453;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4380;Beiträge zu Versorgungskassen Sonstige;4380 - Beiträge zu Versorgungskassen Sonstige;Ausgabe;0,00;Ansatz
5454;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4440;Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;4440 - Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;Ausgabe;232900,00;Ansatz
5455;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4480;Beiträge zur gesetzlichen Sozialversicherung Sonstige;4480 - Beiträge zur gesetzlichen Sozialversicherung Sonstige;Ausgabe;0,00;Ansatz
5456;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4590;Beihilfen, Unterstützungen und Ähnl.;4590 - Beihilfen, Unterstützungen und Ähnl.;Ausgabe;0,00;Ansatz
5457;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4590;Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);4590 - Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);Ausgabe;0,00;Ansatz
5458;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4690;Personalnebenausgaben Sachzuwendungen| Leistungsanreize;4690 - Personalnebenausgaben Sachzuwendungen| Leistungsanreize;Ausgabe;150,00;Ansatz
5459;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;4690;Personalnebenausgaben ZVK-Pauschalsteuer;4690 - Personalnebenausgaben ZVK-Pauschalsteuer;Ausgabe;6500,00;Ansatz
5460;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;5200;Verwaltungs- und Zweckaus- stattung;5200 - Verwaltungs- und Zweckaus- stattung;Ausgabe;300,00;Ansatz
5461;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;5280;Sonstige Gebrauchsgegenstände;5280 - Sonstige Gebrauchsgegenstände;Ausgabe;74600,00;Ansatz
5462;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;5500;Haltung von Fahrzeugen;5500 - Haltung von Fahrzeugen;Ausgabe;275000,00;Ansatz
5463;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;5540;Betriebs- und Schmierstoffe (Kfz);5540 - Betriebs- und Schmierstoffe (Kfz);Ausgabe;140000,00;Ansatz
5464;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;5550;Kfz-Steuer;5550 - Kfz-Steuer;Ausgabe;0,00;Ansatz
5465;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;5560;Kfz-Versicherungen;5560 - Kfz-Versicherungen;Ausgabe;31200,00;Ansatz
5466;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;5600;Dienst- und Schutzkleidung, pers. Ausrüstungsgegenstände;5600 - Dienst- und Schutzkleidung, pers. Ausrüstungsgegenstände;Ausgabe;8000,00;Ansatz
5467;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;5622;Fortbildung und Umschulung;5622 - Fortbildung und Umschulung;Ausgabe;4600,00;Ansatz
5468;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6329;Sonstiger verschiedener Betriebsaufwand;6329 - Sonstiger verschiedener Betriebsaufwand;Ausgabe;20000,00;Ansatz
5469;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6361;Müllabfuhr;6361 - Müllabfuhr;Ausgabe;8000,00;Ansatz
5470;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6361;Müllabfuhr durch Privatunternehmen;6361 - Müllabfuhr durch Privatunternehmen;Ausgabe;42000,00;Ansatz
5471;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6362;Straßenreinigung durch Privatunternehmen;6362 - Straßenreinigung durch Privatunternehmen;Ausgabe;0,00;Ansatz
5472;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6370;Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);6370 - Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);Ausgabe;200,00;Ansatz
5473;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6460;Selbstregulierte Schadensfälle;6460 - Selbstregulierte Schadensfälle;Ausgabe;100,00;Ansatz
5474;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6500;Allgemeiner Bürobedarf;6500 - Allgemeiner Bürobedarf;Ausgabe;1200,00;Ansatz
5475;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6525;Postgebühren;6525 - Postgebühren;Ausgabe;100,00;Ansatz
5476;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6531;Öffentliche Bekanntmachungen, Amtsblatt;6531 - Öffentliche Bekanntmachungen, Amtsblatt;Ausgabe;0,00;Ansatz
5477;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6541;Reise- und Fahrtkosten;6541 - Reise- und Fahrtkosten;Ausgabe;200,00;Ansatz
5478;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6550;Sachverständigenkosten, Gerichtskosten u.Ä.;6550 - Sachverständigenkosten, Gerichtskosten u.Ä.;Ausgabe;10000,00;Ansatz
5479;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6589;Sonstige Geschäftsausgaben;6589 - Sonstige Geschäftsausgaben;Ausgabe;400,00;Ansatz
5480;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6610;Mitgliedsbeiträge an Verbände, Vereine und dgl.;6610 - Mitgliedsbeiträge an Verbände, Vereine und dgl.;Ausgabe;1000,00;Ansatz
5481;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6790;Innere Verrechnung Rundfunkbeitrag Kfz;6790 - Innere Verrechnung Rundfunkbeitrag Kfz;Ausgabe;600,00;Ansatz
5482;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6790;Innere Verrechnung Gebäudebewirtschaftungskosten;6790 - Innere Verrechnung Gebäudebewirtschaftungskosten;Ausgabe;56900,00;Ansatz
5483;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6791;Innere Verrechnung Versicherungsbeiträge;6791 - Innere Verrechnung Versicherungsbeiträge;Ausgabe;2500,00;Ansatz
5484;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6791;Innere Verrechnung: Versicherungen u. Beiträge;6791 - Innere Verrechnung: Versicherungen u. Beiträge;Ausgabe;5800,00;Ansatz
5485;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6792;Innere Verrechnung Verwaltungskostenbeiträge Grundabgabenbescheid;6792 - Innere Verrechnung Verwaltungskostenbeiträge Grundabgabenbescheid;Ausgabe;1900,00;Ansatz
5486;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6792;Innere Verrechnung Verwaltungskostenbeiträge;6792 - Innere Verrechnung Verwaltungskostenbeiträge;Ausgabe;224400,00;Ansatz
5487;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6798;Innere Verrechnung Postgebühren;6798 - Innere Verrechnung Postgebühren;Ausgabe;0,00;Ansatz
5488;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6798;Innere Verrechnung innerstädt. Leistungen;6798 - Innere Verrechnung innerstädt. Leistungen;Ausgabe;0,00;Ansatz
5489;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6798;Innere Verrechnung Vergaben;6798 - Innere Verrechnung Vergaben;Ausgabe;300,00;Ansatz
5490;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6799;Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);6799 - Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);Ausgabe;1800,00;Ansatz
5491;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);Ausgabe;3500,00;Ansatz
5492;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Fachanwendungen);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Fachanwendungen);Ausgabe;4400,00;Ansatz
5493;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);Ausgabe;6300,00;Ansatz
5494;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);Ausgabe;6600,00;Ansatz
5495;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6800;Abschreibungen;6800 - Abschreibungen;Ausgabe;200000,00;Ansatz
5496;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;6850;Verzinsung des Anlagekapitals;6850 - Verzinsung des Anlagekapitals;Ausgabe;70000,00;Ansatz
5497;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6750;Straßenreinigung;6750 - Straßenreinigung;9351;Ersatzbeschaffungen f. bewegl. Sachen des Anlagevermögens;9351 - Ersatzbeschaffungen f. bewegl. Sachen des Anlagevermögens;Ausgabe;0,00;Ansatz
5498;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;1126;Straßenreinigungsgebühren;1126 - Straßenreinigungsgebühren;Einnahme;902200,00;Ansatz
5499;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;1127;Straßenreinigungsgebühren Sonderfälle;1127 - Straßenreinigungsgebühren Sonderfälle;Einnahme;4800,00;Ansatz
5500;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;1650;Erstattungen durch kommunale Sonderrechnungen (GWF);1650 - Erstattungen durch kommunale Sonderrechnungen (GWF);Einnahme;5000,00;Ansatz
5501;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;1650;Erstattungen durch kommunale Sonderrechnungen (infra);1650 - Erstattungen durch kommunale Sonderrechnungen (infra);Einnahme;150000,00;Ansatz
5502;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;1670;Erstattungen durch private Unternehmen;1670 - Erstattungen durch private Unternehmen;Einnahme;0,00;Ansatz
5503;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;1698;Innere Verrechnung innerstädt. Leistungen;1698 - Innere Verrechnung innerstädt. Leistungen;Einnahme;213100,00;Ansatz
5504;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;1740;Zuweisungen für lfd. Zwecke vom sonstigen öffentlichen Bereich (Personalkosten);1740 - Zuweisungen für lfd. Zwecke vom sonstigen öffentlichen Bereich (Personalkosten);Einnahme;0,00;Ansatz
5505;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;4100;Beamtenbezüge;4100 - Beamtenbezüge;Ausgabe;9900,00;Ansatz
5506;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;4110;Zuführungen zur Versorgungsrücklage Beamte;4110 - Zuführungen zur Versorgungsrücklage Beamte;Ausgabe;100,00;Ansatz
5507;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;4140;Entgelte für tariflich Beschäftigte;4140 - Entgelte für tariflich Beschäftigte;Ausgabe;670700,00;Ansatz
5508;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;4200;Versorgungsbezüge Beamte;4200 - Versorgungsbezüge Beamte;Ausgabe;5200,00;Ansatz
