jahr,bereich,bereichbezeichnung,produkt,produkt_bezeichnung,fibu_konto,konto_bezeichnung,art,ansatz,haushalt
2017,1,Innere Verwaltung,111103,Personalmanagement,541200,Aufwendungen für ärztl. Untersuchungen,Ausgaben,2500,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,448700,Erstattungen von privaten Unternehmen,Einnahmen,2250,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,524114,"Wärme, Heizung",Ausgaben,76000,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",543110,Bürobedarf,Ausgaben,250,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,543110,Bürobedarf,Ausgaben,3000,Plan
2017,15,Wirtschaft und Tourismus,1557301,"Wirtschaftl. Betätigungen der Gemeinde, Eigengesellschaften",465100,Gewinnanteile aus verb. Unternehmen und Beteilig.,Einnahmen,375600,Plan
2017,11,Ver- und Entsorgung,1153301,Wasserversorgung,451100,Konzessionsabgaben,Einnahmen,24000,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,541260,"Aufw. f. Dienst- u. Schutzkleid., pers. Ausr.gegen",Ausgaben,20000,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,525120,Kfz-Steuer,Ausgaben,300,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,542200,Mieten und Pachten,Ausgaben,450,Plan
2017,15,Wirtschaft und Tourismus,1557101,Wirtschaftsförderung,531700,Aufwend. f. Zuschüsse an private Unternehmen,Ausgaben,155500,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,542300,Leasing,Ausgaben,,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,542300,Leasing,Ausgaben,3600,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,2700,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,541270,Personalnebenaufwendungen,Ausgaben,250,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,525130,Pflege und Unterhaltung der Fahrzeuge,Ausgaben,2500,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,523080,Erstattungen an übrigen Bereiche,Ausgaben,3000,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,448800,Erstattungen von übrigen Bereichen,Einnahmen,1000,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,432112,Benutzungsgebühren Friedhofskapellen,Einnahmen,2940,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,432100,Benutzungsgebühren,Einnahmen,16000,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,414100,Zuweisungen vom Land,Einnahmen,1500000,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,500,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,448700,Erstattungen von privaten Unternehmen,Einnahmen,250,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,448700,Erstattungen von privaten Unternehmen,Einnahmen,300,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,448700,Erstattungen von privaten Unternehmen,Einnahmen,3000,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",448700,Erstattungen von privaten Unternehmen,Einnahmen,2225,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",542200,Mieten und Pachten,Ausgaben,800,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,1000,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,9250,Plan
2017,15,Wirtschaft und Tourismus,1557101,Wirtschaftsförderung,543295,Sonstige Geschäftsausgaben,Ausgaben,4500,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,524120,Unterhaltung der Grundstücke u. bauliche Anlagen,Ausgaben,6000,Plan
2017,13,Natur- und Landschaftspflege,1355503,Schwarzwildpark,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,3000,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,448800,Erstattungen von übrigen Bereichen,Einnahmen,8000,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,441100,Mieten und Pachten,Einnahmen,50000,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,544163,Sonstige betriebliche Steueraufwendungen,Ausgaben,8500,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,544170,Aufwendungen für Schadensfälle,Ausgaben,8000,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,448700,Erstattungen von privaten Unternehmen,Einnahmen,150,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,5500,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,448700,Erstattungen von privaten Unternehmen,Einnahmen,550,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",543295,Sonstige Geschäftsausgaben,Ausgaben,110,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,542904,Jahresabschlusskosten/Prüfungskosten,Ausgaben,44000,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,100,Plan
2017,3,Schulträgeraufgaben,324201,Offene Ganztagsschule,524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,85,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,543140,Produkte und Leistungen (TUIV) einschl.Lizenzgeb.,Ausgaben,500,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,543295,Sonstige Geschäftsausgaben,Ausgaben,1000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",448700,Erstattungen von privaten Unternehmen,Einnahmen,5100,Plan
2017,7,Gesundheitsdienste,741101,Krankenhäuser,537100,Allgemeine Umlagen an das Land,Ausgaben,98000,Plan
2017,13,Natur- und Landschaftspflege,1355501,Bau und Unterhaltung der landwirtschaftl. Wege und Anlagen,524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,70000,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,542100,Aufwendungen für ehrenamtl. und sonstige Tätigkeit,Ausgaben,24000,Plan
2017,10,Bauen und Wohnen,1052101,"Stellungnahmen, Freistellungsverfahren, Teilungsgenehmigungen, Negativatteste",446100,Sonstige privatrechtliche Leistungsentgelte,Einnahmen,,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,531800,Aufwend. f. Zuschüsse an übrige Bereiche,Ausgaben,3000,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,1850,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,6000,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,524120,Unterhaltung der Grundstücke u. bauliche Anlagen,Ausgaben,6500,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,541260,"Aufw. f. Dienst- u. Schutzkleid., pers. Ausr.gegen",Ausgaben,2500,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,2500,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,5000,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",524114,"Wärme, Heizung",Ausgaben,10500,Plan
2017,3,Schulträgeraufgaben,324201,Offene Ganztagsschule,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,100,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,400,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,300,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,531700,Aufwend. f. Zuschüsse an private Unternehmen,Ausgaben,68000,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,1200,Plan
2017,2,Sicherheit und Ordnung,212203,Personenstandswesen,442100,Erträge aus Verkauf,Einnahmen,500,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,541280,Aufw. f. Fachkräfte n.d.Arbeitssicherheitsgesetz,Ausgaben,4800,Plan
2017,14,Umweltschutz,1456102,Besondere Dienstleistungen im Umweltmanagement,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,10000,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,421150,Rückzahlung gewährter Hilfe,Einnahmen,250,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,400,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,1500,Plan
2017,11,Ver- und Entsorgung,1153701,Beseitigung und Verwertung von Abfällen,448700,Erstattungen von privaten Unternehmen,Einnahmen,11985,Plan
2017,13,Natur- und Landschaftspflege,1355503,Schwarzwildpark,524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,1000,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,543140,Produkte und Leistungen (TUIV) einschl.Lizenzgeb.,Ausgaben,600,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,28330,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,542903,Buchführung und Beratung,Ausgaben,45500,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,3000,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,1000,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,448300,Erstattungen von Zweckverbänden,Einnahmen,40000,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",402200,Gemeindeanteil an der Umsatzsteuer,Einnahmen,231180,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",402100,Gemeindeanteil an der Einkommensteuer,Einnahmen,5373530,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",534200,Finanzierungsbeteiligung Fonds Deutsche Einheit,Ausgaben,260000,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",534100,Gewerbesteuerumlage,Ausgaben,267000,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",535100,Allgem. Zuweisungen an das Land (Abundanzumlage),Ausgaben,208700,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",405100,Leistungen nach dem Familienleistungsausgleich,Einnahmen,520000,Plan
2017,2,Sicherheit und Ordnung,212102,Wahlen,543130,"Post- u. Telekommunikations-,Fernseh-,Rundfunkgeb.",Ausgaben,6000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254102,Bau und Unterhaltung verkehrsleit. und -lenkender Anlagen,524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,4000,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,541230,Aufwendungen für übernommene Reisekosten,Ausgaben,100,Plan
2017,15,Wirtschaft und Tourismus,1557302,Marktwesen,448700,Erstattungen von privaten Unternehmen,Einnahmen,50,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,448700,Erstattungen von privaten Unternehmen,Einnahmen,50,Plan
2017,2,Sicherheit und Ordnung,212102,Wahlen,542100,Aufwendungen für ehrenamtl. und sonstige Tätigkeit,Ausgaben,6400,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",454141,Ertr. a.d.Ver.Grd.u.Boden(Infrastrukturvermögen),Einnahmen,,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",525130,Pflege und Unterhaltung der Fahrzeuge,Ausgaben,1000,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",525100,Haltung v. Fahrzeugen (Betriebs-und Schmierstoffe),Ausgaben,1000,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",448800,Erstattungen von übrigen Bereichen,Einnahmen,,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,544130,Beiträge zu Wirtschafts- und Berufsverbänden pp.,Ausgaben,1200,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,543280,"Feiern, Ehrungen, Kranzspenden, Nachrufe",Ausgaben,500,Plan
2017,11,Ver- und Entsorgung,1153701,Beseitigung und Verwertung von Abfällen,432212,Anerkennungsentgelte Grünschnittsammlung,Einnahmen,1500,Plan
2017,3,Schulträgeraufgaben,324301,"Förderung von Schulen i. a. Trägerschaft,Jugendverkehrschule",531700,Aufwend. f. Zuschüsse an private Unternehmen,Ausgaben,410,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,300,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,547300,Wertveränderungen beim Umlaufvermögen,Ausgaben,,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",573108,Abschreibung a. Forderungen,Ausgaben,,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,,Plan
2017,4,Kultur und Wissenschaft,425202,"Heimatpflege, Gemeindearchiv, Ehren- und Denkmäler",448700,Erstattungen von privaten Unternehmen,Einnahmen,60,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,542200,Mieten und Pachten,Ausgaben,,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,2000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254701,Einrichtungen des ÖPNV,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,5000,Plan
2017,2,Sicherheit und Ordnung,212102,Wahlen,541230,Aufwendungen für übernommene Reisekosten,Ausgaben,1000,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",559900,Sonstige Finanzaufwendungen,Ausgaben,5000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,448200,Erstattungen von Gemeinden (GV),Einnahmen,930,Plan
2017,2,Sicherheit und Ordnung,212102,Wahlen,543295,Sonstige Geschäftsausgaben,Ausgaben,2000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,458200,Erträge a.d. Auflösung von Rückstellungen,Einnahmen,,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,523001,Erstattungen an Bund,Ausgaben,2750,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,4700,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",524120,Unterhaltung der Grundstücke u. bauliche Anlagen,Ausgaben,,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,541230,Aufwendungen für übernommene Reisekosten,Ausgaben,100,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,543110,Bürobedarf,Ausgaben,200,Plan
2017,3,Schulträgeraufgaben,324201,Offene Ganztagsschule,525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,300,Plan
2017,3,Schulträgeraufgaben,324301,"Förderung von Schulen i. a. Trägerschaft,Jugendverkehrschule",413100,Allgemeine Zuweisungen vom Land,Einnahmen,900,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,448200,Erstattungen von Gemeinden (GV),Einnahmen,68000,Plan
2017,3,Schulträgeraufgaben,324301,"Förderung von Schulen i. a. Trägerschaft,Jugendverkehrschule",541250,"Aus- und Fortbildung, Umschulungen",Ausgaben,900,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254102,Bau und Unterhaltung verkehrsleit. und -lenkender Anlagen,525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,544130,Beiträge zu Wirtschafts- und Berufsverbänden pp.,Ausgaben,1600,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",523070,Erstattungen an private Unternehmen,Ausgaben,2500,Plan
2017,4,Kultur und Wissenschaft,425202,"Heimatpflege, Gemeindearchiv, Ehren- und Denkmäler",543280,"Feiern, Ehrungen, Kranzspenden, Nachrufe",Ausgaben,400,Plan
2017,13,Natur- und Landschaftspflege,1355302,Kriegsgräberstätten,543280,"Feiern, Ehrungen, Kranzspenden, Nachrufe",Ausgaben,200,Plan
2017,5,Soziale Leistungen,535101,"Wohngeld und Sozialversicherung, Sozialbericht, Seniorenarbeit",456100,"Buß-und Zwangsgelder, Verwarnungsgelder",Einnahmen,,Plan
2017,3,Schulträgeraufgaben,324101,Schülerbeförderung,543110,Bürobedarf,Ausgaben,60,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",458200,Erträge a.d. Auflösung von Rückstellungen,Einnahmen,,Plan
2017,4,Kultur und Wissenschaft,425202,"Heimatpflege, Gemeindearchiv, Ehren- und Denkmäler",524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,500,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",448100,Erstattungen vom Land,Einnahmen,210496,Plan
2017,15,Wirtschaft und Tourismus,1557101,Wirtschaftsförderung,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,250,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",459100,Andere sonstige ordentliche Erträge,Einnahmen,900,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,15000,Plan
2017,13,Natur- und Landschaftspflege,1355201,Gewässergestaltung und -unterhaltung,524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,5000,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,1500,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254102,Bau und Unterhaltung verkehrsleit. und -lenkender Anlagen,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,1000,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,448600,Erstattungen von sonst. öffentl. Sonderrechnungen,Einnahmen,,Plan
2017,15,Wirtschaft und Tourismus,1557101,Wirtschaftsförderung,448700,Erstattungen von privaten Unternehmen,Einnahmen,350,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,531800,Aufwend. f. Zuschüsse an übrige Bereiche,Ausgaben,900,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,448800,Erstattungen von übrigen Bereichen,Einnahmen,1500,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,523070,Erstattungen an private Unternehmen,Ausgaben,1200,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,523020,Erstattungen an Gemeinden (GV),Ausgaben,1000,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,448500,"Erstattungen von verb. Untern., Beteilig. u. SV",Einnahmen,,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,448500,"Erstattungen von verb. Untern., Beteilig. u. SV",Einnahmen,,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",448500,"Erstattungen von verb. Untern., Beteilig. u. SV",Einnahmen,20,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",448500,"Erstattungen von verb. Untern., Beteilig. u. SV",Einnahmen,,Plan
2017,2,Sicherheit und Ordnung,212203,Personenstandswesen,544130,Beiträge zu Wirtschafts- und Berufsverbänden pp.,Ausgaben,150,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",448500,"Erstattungen von verb. Untern., Beteilig. u. SV",Einnahmen,22500,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,448500,"Erstattungen von verb. Untern., Beteilig. u. SV",Einnahmen,,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,448500,"Erstattungen von verb. Untern., Beteilig. u. SV",Einnahmen,,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,448500,"Erstattungen von verb. Untern., Beteilig. u. SV",Einnahmen,,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,503201,Umlagen zur gesetzlichen Unfallversicherung,Ausgaben,10000,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,543110,Bürobedarf,Ausgaben,200,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,531700,Aufwend. f. Zuschüsse an private Unternehmen,Ausgaben,,Plan
2017,13,Natur- und Landschaftspflege,1355501,Bau und Unterhaltung der landwirtschaftl. Wege und Anlagen,503201,Umlagen zur gesetzlichen Unfallversicherung,Ausgaben,100,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",523020,Erstattungen an Gemeinden (GV),Ausgaben,,Plan
2017,2,Sicherheit und Ordnung,212801,Katastrophenschutz,414100,Zuweisungen vom Land,Einnahmen,,Plan
2017,2,Sicherheit und Ordnung,212801,Katastrophenschutz,531200,Aufwendungen für Zuweisungen an Gemeinden (GV),Ausgaben,,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,421110,"Kostenbeiträge u. Aufwendungsersatz, Kostenersatz",Einnahmen,100,Plan
2017,1,Innere Verwaltung,111105,Technikunterstützte Informationsverarbeitung (TUIV),542300,Leasing,Ausgaben,10000,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,503201,Umlagen zur gesetzlichen Unfallversicherung,Ausgaben,550,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,481100,Erträge aus internen Leistungsbeziehungen,Einnahmen,,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",481100,Erträge aus internen Leistungsbeziehungen,Einnahmen,,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,581100,Aufwendungen aus ILV - Verwaltung/Zentrale Dienste,Ausgaben,,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,537900,Allgemeine Umlagen an Zweckverbände,Ausgaben,69000,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,414700,Zuschüsse von privaten Unternehmen,Einnahmen,2500,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,543110,Bürobedarf,Ausgaben,100,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,527100,Lernmittel,Ausgaben,4500,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,542200,Mieten und Pachten,Ausgaben,,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,458320,Ertr. a.d. Aufl. o. Herabs. v. Wertber. a. Forder.,Einnahmen,,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,541200,Aufwendungen für ärztl. Untersuchungen,Ausgaben,450,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,527900,Sonst. besonderer Verwaltungs- u. Betriebsaufwand,Ausgaben,2300,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,500,Plan
2017,11,Ver- und Entsorgung,1153701,Beseitigung und Verwertung von Abfällen,573108,Abschreibung a. Forderungen,Ausgaben,,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,573108,Abschreibung a. Forderungen,Ausgaben,,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,541230,Aufwendungen für übernommene Reisekosten,Ausgaben,150,Plan
2017,4,Kultur und Wissenschaft,427201,Büchereien,531800,Aufwend. f. Zuschüsse an übrige Bereiche,Ausgaben,500,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,448800,Erstattungen von übrigen Bereichen,Einnahmen,250,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,448700,Erstattungen von privaten Unternehmen,Einnahmen,,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",448700,Erstattungen von privaten Unternehmen,Einnahmen,50,Plan
