ID ,Haushaltsjahr ,Haushaltsart ,Einzelplan ,Bezeichnung EP ,Gliederung ,Bezeichnung Gliederung ,Bezeichnung HSt ,Einnahme/Ausgabe ,Betrag ,Plan/Ergebnis
3150 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,"Beiträge zur gesetzlichen Sozialversicherung ""Sonstige""" ,Ausgabe ,1700 ,Plan
3151 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Personalnebenausgaben ZVK-Pauschalsteuer ,Ausgabe ,4400 ,Plan
3152 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Personalnebenausgaben Sachzuwendungen/ Leistungsanreize ,Ausgabe ,125 ,Plan
3153 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Unterhalt eigener Gebäude ,Ausgabe ,10100 ,Plan
3154 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Unterhalt: Spiel-  Bolzplätze ,Ausgabe ,3400 ,Plan
3155 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Verwaltungs- und Zweckausstattung ,Ausgabe ,2400 ,Plan
3156 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Geräte  Ausstattungs- und sonstige Gebrauchsgegenstände ,Ausgabe ,1100 ,Plan
3157 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Technische Geräte und Apparate ,Ausgabe ,3500 ,Plan
3158 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Geschirr  Bestecke  Haushaltsgeräte ,Ausgabe ,200 ,Plan
3159 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Sonstige Gebrauchsgegenstände ,Ausgabe ,16100 ,Plan
3160 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Miete für Gebäude und Grundstücke ,Ausgabe ,15400 ,Plan
3161 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Mieten für Maschinen  Fahrzeuge  Geräte ,Ausgabe ,700 ,Plan
3162 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Erbbauzinsen  Erbpachtzinsen ,Ausgabe ,800 ,Plan
3163 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Sonstige Mieten und Pachten ,Ausgabe ,600 ,Plan
3164 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Haltung von Fahrzeugen ,Ausgabe ,1700 ,Plan
3165 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Betriebs- und Schmierstoffe (Kfz) ,Ausgabe ,1000 ,Plan
3166 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Kfz-Steuer ,Ausgabe ,800 ,Plan
3167 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Kfz-Versicherungen ,Ausgabe ,800 ,Plan
3168 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Dienst- und Schutzkleidung  pers. Ausrüstungsgegenstände ,Ausgabe ,1400 ,Plan
3169 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Fortbildung und Umschulung ,Ausgabe ,1800 ,Plan
3170 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Fortbildung und Umschulung (Supervision/Fachberatung) ,Ausgabe ,1300 ,Plan
3171 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Spiel- und Sportgeräte ,Ausgabe ,2200 ,Plan
3172 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Lebensmittel ,Ausgabe ,22600 ,Plan
3173 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Aufführungsrechte und Urheberanteile ,Ausgabe ,700 ,Plan
3174 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Veranstaltungen (Jugendforum) ,Ausgabe ,14000 ,Plan
3175 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Öffentlichkeitsarbeit ,Ausgabe ,5300 ,Plan
3176 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,EDV-Kosten ,Ausgabe ,200 ,Plan
3177 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Müllabfuhr durch Privatunternehmen ,Ausgabe ,1000 ,Plan
3178 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Sonstige Dienstleistungen durch Dritte ,Ausgabe ,10500 ,Plan
3179 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte) ,Ausgabe ,500 ,Plan
3180 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Versicherungen ,Ausgabe ,600 ,Plan
3181 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Allgemeiner Bürobedarf ,Ausgabe ,800 ,Plan
3182 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Bücher und Zeitschriften ,Ausgabe ,1900 ,Plan
3183 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Öffentliche Bekanntmachungen  Amtsblatt ,Ausgabe ,3600 ,Plan
3184 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Reise- und Fahrtkosten ,Ausgabe ,4700 ,Plan
3185 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Honorare und Ähnl. ,Ausgabe ,74700 ,Plan
3186 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Honorare und Ähnl. (Künstlersozialabgaben) ,Ausgabe ,800 ,Plan
3187 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Geschäftsausgaben (Verpflegung) ,Ausgabe ,300 ,Plan
3188 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Vermischte Ausgaben ,Ausgabe ,1300 ,Plan
3189 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Erstattungen an private Unternehmen ,Ausgabe ,6000 ,Plan
3190 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Erstattungen an die übrigen Bereiche ,Ausgabe ,15000 ,Plan
3191 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Innere Verrechnung Gebäudebewirtschaftungskosten ,Ausgabe ,380500 ,Plan
3192 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Innere Verrechnung Gebäudebewirtschaftungskosten Außenanlagen ,Ausgabe ,14000 ,Plan
3193 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Innere Verrechnung Internetaufwendungen ,Ausgabe ,700 ,Plan
3194 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Innere Verrechnung innerstädt. Leistungen ,Ausgabe ,13400 ,Plan
3195 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme) ,Ausgabe ,12800 ,Plan
3196 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management) ,Ausgabe ,9600 ,Plan
3197 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb) ,Ausgabe ,4100 ,Plan
3198 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Innere Verrechnung ITK-Leistungen (Miete Kopierer/Multifunktionsgeräte) ,Ausgabe ,700 ,Plan
3199 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Innere Verrechnung ITK-Leistungen KommunalBIT (sonstige Geräte) ,Ausgabe ,100 ,Plan
3200 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Zuschüsse für lfd. Zwecke an die Religionsgem. und Ähnl. sowie deren Einrichtungen ,Ausgabe ,1600 ,Plan
3201 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4600 ,Einrichtungen der Jugendarbeit ,Zuschüsse für lfd. Zwecke an Jugendverbände und Ähnl. sowie deren Einricht. ,Ausgabe ,60800 ,Plan
3202 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4605 ,Öffentliche Kinderspielplätze ,Unterhalt des sonstigen unbeweglichen Eigenvermögens (Einfriedungen) ,Ausgabe ,5000 ,Plan
3203 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4605 ,Öffentliche Kinderspielplätze ,Unterhalt von Straßen  Wegen u.Ä. ,Ausgabe ,12000 ,Plan
3204 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4605 ,Öffentliche Kinderspielplätze ,Unterhalt: Spiel-  Bolzplätze ,Ausgabe ,86000 ,Plan
3205 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4605 ,Öffentliche Kinderspielplätze ,Technische Geräte und Apparate Instandhaltung (durch GrfA) ,Ausgabe ,4000 ,Plan
3206 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4605 ,Öffentliche Kinderspielplätze ,Sonstige Gebrauchsgegenstände ,Ausgabe ,4500 ,Plan
3207 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4605 ,Öffentliche Kinderspielplätze ,Mieten für Maschinen  Fahrzeuge  Geräte ,Ausgabe ,4000 ,Plan
3208 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4605 ,Öffentliche Kinderspielplätze ,Haus-  Grundstückslasten (Kinderspielplätze) ,Ausgabe ,12000 ,Plan
3209 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4605 ,Öffentliche Kinderspielplätze ,Wertstoffsammlung durch Privatunternehmen ,Ausgabe ,6000 ,Plan
3210 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4605 ,Öffentliche Kinderspielplätze ,Innere Verrechnung Kinderspielplätze ,Ausgabe ,560000 ,Plan
3211 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4605 ,Öffentliche Kinderspielplätze ,Innere Verrechnung innerstädt. Leistungen ,Ausgabe ,3000 ,Plan
3212 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Zuweisungen für lfd. Zwecke vom Land ,Einnahme ,103000 ,Plan
3213 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Zuweisungen für lfd. Zwecke von Gemeinden und Gemeindeverbänden ,Einnahme ,40000 ,Plan
3214 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Entgelte für tariflich Beschäftigte ,Ausgabe ,148500 ,Plan
3215 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,"Beiträge zu Versorgungskassen ""Tariflich Beschäftigte""" ,Ausgabe ,11500 ,Plan
3216 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,"Beiträge zur gesetzlichen Sozialversicherung ""Tariflich Beschäftigte""" ,Ausgabe ,28500 ,Plan
3217 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Personalnebenausgaben ZVK-Pauschalsteuer ,Ausgabe ,400 ,Plan
3218 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Verwaltungs- und Zweckausstattung ,Ausgabe ,200 ,Plan
3219 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Sonstige Gebrauchsgegenstände ,Ausgabe ,400 ,Plan
3220 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Miete für Gebäude und Grundstücke ,Ausgabe ,6700 ,Plan
3221 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Fortbildung und Umschulung ,Ausgabe ,400 ,Plan
3222 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Fortbildung und Umschulung (Umschulung  Supervision) ,Ausgabe ,1800 ,Plan
3223 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte) ,Ausgabe ,200 ,Plan
3224 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Allgemeiner Bürobedarf ,Ausgabe ,100 ,Plan
3225 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Bücher und Zeitschriften ,Ausgabe ,100 ,Plan
3226 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Öffentliche Bekanntmachungen  Amtsblatt ,Ausgabe ,500 ,Plan
3227 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Reise- und Fahrtkosten ,Ausgabe ,300 ,Plan
3228 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Sonstige Geschäftsausgaben ,Ausgabe ,600 ,Plan
3229 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Erstattungen an das Land ,Ausgabe ,2000 ,Plan
3230 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Erstattungen an Gemeinden und Gemeindeverbände ,Ausgabe ,14300 ,Plan
3231 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Erstattungen an private Unternehmen ,Ausgabe ,13700 ,Plan
3232 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Innere Verrechnung Telefonbucheintrag ,Ausgabe ,700 ,Plan
3233 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme) ,Ausgabe ,3600 ,Plan
3234 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management) ,Ausgabe ,1100 ,Plan
3235 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb) ,Ausgabe ,1300 ,Plan
3236 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4634 ,Schwangerenberatung ,Innere Verrechnung ITK-Leistungen (Miete Kopierer/Multifunktionsgeräte) ,Ausgabe ,300 ,Plan
3237 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Gebühren und Entgelte für Kindergärten  Heime und Horte (4541.7714.1234) ,Einnahme ,38500 ,Plan
3238 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Gebühren und Entgelte für Kindergärten  Heime und Horte (städt. Kindergärten) ,Einnahme ,1200000 ,Plan
3239 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Gebühren und Entgelte für Kindergärten  Heime und Horte (4541.7714.1000) ,Einnahme ,274000 ,Plan
3240 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Gebühren und Entgelte für Kindergärten  Heime und Horte (Spielgeld) ,Einnahme ,68600 ,Plan
3241 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Verpflegung als Sachbezug (Verpflegung) ,Einnahme ,511000 ,Plan
3242 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Verpflegung als Sachbezug (Verpflegung - ohne Mahnung) ,Einnahme ,98000 ,Plan
3243 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Verpflegung als Sachbezug (Verpflegung - Anteil Personalkosten Küchenkräfte) ,Einnahme ,150200 ,Plan
3244 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Vermischte Einnahmen ,Einnahme ,1000 ,Plan
3245 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Erstattungen von kommunalen Krankenhäusern (Personalkosten) ,Einnahme ,45000 ,Plan
3246 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Erstattungen von kommunalen Krankenhäusern (Sachkosten KIG X) ,Einnahme ,5000 ,Plan
3247 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Erstattungen durch private Unternehmen ,Einnahme ,15000 ,Plan
3248 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Erstattungen durch private Unternehmen (Personalkosten) ,Einnahme ,60000 ,Plan
3249 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Zuweisungen für lfd. Zwecke vom Bund  LAF  ERP-Sondervermögen ,Einnahme ,147000 ,Plan
3250 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Zuweisungen für lfd. Zwecke vom Land (städt. Kindergärten) ,Einnahme ,2598900 ,Plan
3251 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Zuweisungen für lfd. Zwecke von Gemeinden und Gemeindeverbänden ,Einnahme ,25000 ,Plan
3252 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Zuweisungen für lfd. Zwecke von sonstigen öffentlichen Sonderrech. (Personalkosten) ,Einnahme ,113200 ,Plan
3253 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Spenden ,Einnahme ,500 ,Plan
3254 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Beamtenbezüge ,Ausgabe ,61700 ,Plan
3255 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,"Zuführungen zur Versorgungsrücklage ""Beamte""" ,Ausgabe ,400 ,Plan
3256 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Entgelte für tariflich Beschäftigte ,Ausgabe ,6680200 ,Plan
3257 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Entgelte für tariflich Beschäftigte (Küchenpersonal) ,Ausgabe ,262500 ,Plan
3258 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Beschäftigungsentgelte und dgl. ,Ausgabe ,16800 ,Plan
3259 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,"Versorgungsbezüge ""Beamte""" ,Ausgabe ,32700 ,Plan
3260 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,"Zuführungen zur Versorgungs- rücklage ""Ruhegehaltsempf.""" ,Ausgabe ,900 ,Plan
3261 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,"Beiträge zu Versorgungskassen ""Tariflich Beschäftigte""" ,Ausgabe ,521600 ,Plan
3262 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,"Beiträge zu Versorgungskassen ""Tariflich Beschäftigte"" (Küchenpersonal)" ,Ausgabe ,20400 ,Plan
3263 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,"Beiträge zu Versorgungskassen ""Sonstige""" ,Ausgabe ,400 ,Plan
3264 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,"Beiträge zur gesetzlichen Sozialversicherung ""Tariflich Beschäftigte""" ,Ausgabe ,1302100 ,Plan
3265 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,"Beiträge zur gesetzlichen Sozialversicherung ""Tariflich Beschäftigte"" (Küchenpersonal)" ,Ausgabe ,51000 ,Plan
3266 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,"Beiträge zur gesetzlichen Sozialversicherung ""Sonstige""" ,Ausgabe ,9900 ,Plan
3267 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Personalnebenausgaben ZVK-Pauschalsteuer ,Ausgabe ,32000 ,Plan
3268 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Personalnebenausgaben Sachzuwendungen/ Leistungsanreize ,Ausgabe ,1050 ,Plan
3269 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Unterhalt eigener Gebäude (kleiner Bauunterhalt) ,Ausgabe ,3500 ,Plan
3270 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Verwaltungs- und Zweckausstattung ,Ausgabe ,43600 ,Plan
3271 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Sonstige Gebrauchsgegenstände ,Ausgabe ,20300 ,Plan
3272 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Sonstige Gebrauchsgegenstände (Anschaffung aus Spenden) ,Ausgabe ,500 ,Plan
3273 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Miete für Gebäude und Grundstücke ,Ausgabe ,10000 ,Plan
3274 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Miete für Gebäude und Grundstücke (Turnhallen) ,Ausgabe ,2000 ,Plan
3275 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Haltung von Fahrzeugen ,Ausgabe ,1500 ,Plan
3276 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Betriebs- und Schmierstoffe (Kfz) ,Ausgabe ,2200 ,Plan
3277 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Kfz-Steuer ,Ausgabe ,300 ,Plan
3278 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Kfz-Versicherungen ,Ausgabe ,800 ,Plan
3279 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Dienst- und Schutzkleidung  pers. Ausrüstungsgegenstände ,Ausgabe ,2800 ,Plan
3280 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Fortbildung und Umschulung ,Ausgabe ,31500 ,Plan
3281 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Fortbildung und Umschulung (Supervision/Fachberatung) ,Ausgabe ,9900 ,Plan
3282 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Sonstige besondere Aufwendungen für Bedienstete ,Ausgabe ,1200 ,Plan
3283 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Lebensmittel (Verpflegung) ,Ausgabe ,511000 ,Plan
3284 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Lebensmittel (Verpflegung - ohne Mahnung) ,Ausgabe ,98000 ,Plan
3285 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Kindergartenbedarf (Projekt Sprach-Kitas KiG VI) ,Ausgabe ,5000 ,Plan
3286 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Kindergartenbedarf (Projekt Sprach-Kitas KiGVIII) ,Ausgabe ,5000 ,Plan
3287 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Kindergartenbedarf (Projekt Sprach-KitasKiGXVIII) ,Ausgabe ,5000 ,Plan
3288 ,2019 ,Verwaltung ,4 ,Soziale Sicherung ,4640 ,Kindergärten (Stadt) einschl. Schulkindergärten ,Spiel- und Getränkegeld ,Ausgabe ,68600 ,Plan
