ID,Produktbereich 1,Produkt 1,Bezeichnung 1,Jahr,Betrag,Richtung,HH-Art
3717,Innere Verwaltung,Gebäudemanagement,Personalaufwendungen,2020,14982897,Aufwand,Plan
3718,Innere Verwaltung,Gebäudemanagement,Versorgungsaufwendungen,2020,843400,Aufwand,Plan
3719,Innere Verwaltung,Gebäudemanagement,Aufwendungen für Sach- und Dienstleistungen,2020,77591269,Aufwand,Plan
3720,Innere Verwaltung,Gebäudemanagement,Bilanzielle Abschreibungen,2020,23134886,Aufwand,Plan
3721,Innere Verwaltung,Gebäudemanagement,Transferaufwendungen,2020,497781,Aufwand,Plan
3722,Innere Verwaltung,Gebäudemanagement,Sonstige ordentliche Aufwendungen,2020,15356742,Aufwand,Plan
3723,Innere Verwaltung,Gebäudemanagement,Erträge aus internen Leistungsbeziehungen,2020,13808753,Ertrag,Plan
3724,Innere Verwaltung,Immobilienhandel,Zuwendungen und allgemeine Umlagen,2020,8271,Ertrag,Plan
3725,Innere Verwaltung,Immobilienhandel,Privatrechtliche Leistungsentgelte,2020,14250000,Ertrag,Plan
3726,Innere Verwaltung,Immobilienhandel,Sonstige ordentliche Erträge,2020,16702000,Ertrag,Plan
3727,Innere Verwaltung,Immobilienhandel,Personalaufwendungen,2020,2869028,Aufwand,Plan
3728,Innere Verwaltung,Immobilienhandel,Versorgungsaufwendungen,2020,483400,Aufwand,Plan
3729,Innere Verwaltung,Immobilienhandel,Aufwendungen für Sach- und Dienstleistungen,2020,1215000,Aufwand,Plan
3730,Innere Verwaltung,Immobilienhandel,Bilanzielle Abschreibungen,2020,23739,Aufwand,Plan
3731,Innere Verwaltung,Immobilienhandel,Transferaufwendungen,2020,4548,Aufwand,Plan
3732,Innere Verwaltung,Immobilienhandel,Sonstige ordentliche Aufwendungen,2020,1258418,Aufwand,Plan
3733,Innere Verwaltung,Immobilienhandel,Finanzerträge,2020,166000,Ertrag,Plan
3734,Innere Verwaltung,Immobilienhandel,Zinsen und sonstige Finanzaufwendungen,2020,145000,Aufwand,Plan
3735,Innere Verwaltung,Interne Rechtsberatung und -vertretung,Privatrechtliche Leistungsentgelte,2020,100,Ertrag,Plan
3736,Innere Verwaltung,Interne Rechtsberatung und -vertretung,Kostenerstattungen und Kostenumlagen,2020,1723800,Ertrag,Plan
3737,Innere Verwaltung,Interne Rechtsberatung und -vertretung,Sonstige ordentliche Erträge,2020,610000,Ertrag,Plan
3738,Innere Verwaltung,Interne Rechtsberatung und -vertretung,Personalaufwendungen,2020,3006627,Aufwand,Plan
3739,Innere Verwaltung,Interne Rechtsberatung und -vertretung,Versorgungsaufwendungen,2020,593200,Aufwand,Plan
3740,Innere Verwaltung,Interne Rechtsberatung und -vertretung,Aufwendungen für Sach- und Dienstleistungen,2020,188,Aufwand,Plan
3741,Innere Verwaltung,Interne Rechtsberatung und -vertretung,Bilanzielle Abschreibungen,2020,12179,Aufwand,Plan
3742,Innere Verwaltung,Interne Rechtsberatung und -vertretung,Sonstige ordentliche Aufwendungen,2020,4621602,Aufwand,Plan
3743,Innere Verwaltung,Interne Rechtsberatung und -vertretung,Erträge aus internen Leistungsbeziehungen,2020,478015,Ertrag,Plan
3744,Innere Verwaltung,Betriebliches Gesundheitsmanagement,Zuwendungen und allgemeine Umlagen,2020,56400,Ertrag,Plan
3745,Innere Verwaltung,Betriebliches Gesundheitsmanagement,Privatrechtliche Leistungsentgelte,2020,119145,Ertrag,Plan
3746,Innere Verwaltung,Betriebliches Gesundheitsmanagement,Personalaufwendungen,2020,1039500,Aufwand,Plan
3747,Innere Verwaltung,Betriebliches Gesundheitsmanagement,Versorgungsaufwendungen,2020,76700,Aufwand,Plan
3748,Innere Verwaltung,Betriebliches Gesundheitsmanagement,Aufwendungen für Sach- und Dienstleistungen,2020,16365,Aufwand,Plan
3749,Innere Verwaltung,Betriebliches Gesundheitsmanagement,Bilanzielle Abschreibungen,2020,71160,Aufwand,Plan
3750,Innere Verwaltung,Betriebliches Gesundheitsmanagement,Sonstige ordentliche Aufwendungen,2020,696600,Aufwand,Plan
3751,Innere Verwaltung,Betriebliches Gesundheitsmanagement,Erträge aus internen Leistungsbeziehungen,2020,38828,Ertrag,Plan
3752,Innere Verwaltung,Zahlungsabwicklung und Vollstreckung,Öffentlich-rechtliche Leistungsentgelte,2020,402520,Ertrag,Plan
3753,Innere Verwaltung,Zahlungsabwicklung und Vollstreckung,Privatrechtliche Leistungsentgelte,2020,30000,Ertrag,Plan
3754,Innere Verwaltung,Zahlungsabwicklung und Vollstreckung,Sonstige ordentliche Erträge,2020,4650000,Ertrag,Plan
3755,Innere Verwaltung,Zahlungsabwicklung und Vollstreckung,Personalaufwendungen,2020,9618392,Aufwand,Plan
3756,Innere Verwaltung,Zahlungsabwicklung und Vollstreckung,Versorgungsaufwendungen,2020,1190900,Aufwand,Plan
3757,Innere Verwaltung,Zahlungsabwicklung und Vollstreckung,Aufwendungen für Sach- und Dienstleistungen,2020,19214,Aufwand,Plan
3758,Innere Verwaltung,Zahlungsabwicklung und Vollstreckung,Bilanzielle Abschreibungen,2020,36450,Aufwand,Plan
3759,Innere Verwaltung,Zahlungsabwicklung und Vollstreckung,Sonstige ordentliche Aufwendungen,2020,1576999,Aufwand,Plan
3760,Innere Verwaltung,Zahlungsabwicklung und Vollstreckung,Erträge aus internen Leistungsbeziehungen,2020,610122,Ertrag,Plan
3761,Innere Verwaltung,Kommunale Steuerverwaltung,Öffentlich-rechtliche Leistungsentgelte,2020,1000,Ertrag,Plan
3762,Innere Verwaltung,Kommunale Steuerverwaltung,Sonstige ordentliche Erträge,2020,6000,Ertrag,Plan
3763,Innere Verwaltung,Kommunale Steuerverwaltung,Personalaufwendungen,2020,3172328,Aufwand,Plan
3764,Innere Verwaltung,Kommunale Steuerverwaltung,Versorgungsaufwendungen,2020,549800,Aufwand,Plan
3765,Innere Verwaltung,Kommunale Steuerverwaltung,Aufwendungen für Sach- und Dienstleistungen,2020,5489,Aufwand,Plan
3766,Innere Verwaltung,Kommunale Steuerverwaltung,Bilanzielle Abschreibungen,2020,7100,Aufwand,Plan
3767,Innere Verwaltung,Kommunale Steuerverwaltung,Sonstige ordentliche Aufwendungen,2020,209970,Aufwand,Plan
3768,Innere Verwaltung,Steuerberatung,Personalaufwendungen,2020,174100,Aufwand,Plan
3769,Innere Verwaltung,Steuerberatung,Versorgungsaufwendungen,2020,30600,Aufwand,Plan
3770,Innere Verwaltung,Steuerberatung,Sonstige ordentliche Aufwendungen,2020,14512,Aufwand,Plan
3771,Innere Verwaltung,Sozialversicherungsservice,Privatrechtliche Leistungsentgelte,2020,100,Ertrag,Plan
3772,Innere Verwaltung,Sozialversicherungsservice,Sonstige ordentliche Erträge,2020,45000,Ertrag,Plan
3773,Innere Verwaltung,Sozialversicherungsservice,Personalaufwendungen,2020,522773,Aufwand,Plan
3774,Innere Verwaltung,Sozialversicherungsservice,Versorgungsaufwendungen,2020,109900,Aufwand,Plan
3775,Innere Verwaltung,Sozialversicherungsservice,Bilanzielle Abschreibungen,2020,128,Aufwand,Plan
3776,Innere Verwaltung,Sozialversicherungsservice,Sonstige ordentliche Aufwendungen,2020,13364,Aufwand,Plan
3777,Innere Verwaltung,Betreuung der Bezirksvertretungen,Privatrechtliche Leistungsentgelte,2020,3000,Ertrag,Plan
3778,Innere Verwaltung,Betreuung der Bezirksvertretungen,Personalaufwendungen,2020,2070073,Aufwand,Plan
3779,Innere Verwaltung,Betreuung der Bezirksvertretungen,Versorgungsaufwendungen,2020,440400,Aufwand,Plan
3780,Innere Verwaltung,Betreuung der Bezirksvertretungen,Aufwendungen für Sach- und Dienstleistungen,2020,483,Aufwand,Plan
3781,Innere Verwaltung,Betreuung der Bezirksvertretungen,Bilanzielle Abschreibungen,2020,23035,Aufwand,Plan
3782,Innere Verwaltung,Betreuung der Bezirksvertretungen,Sonstige ordentliche Aufwendungen,2020,392103,Aufwand,Plan
3783,Innere Verwaltung,Verwaltungs- und Konzernführung,Zuwendungen und allgemeine Umlagen,2020,1000,Ertrag,Plan
3784,Innere Verwaltung,Verwaltungs- und Konzernführung,Privatrechtliche Leistungsentgelte,2020,34250,Ertrag,Plan
3785,Innere Verwaltung,Verwaltungs- und Konzernführung,Personalaufwendungen,2020,10754735,Aufwand,Plan
3786,Innere Verwaltung,Verwaltungs- und Konzernführung,Versorgungsaufwendungen,2020,1271300,Aufwand,Plan
3787,Innere Verwaltung,Verwaltungs- und Konzernführung,Aufwendungen für Sach- und Dienstleistungen,2020,434365,Aufwand,Plan
3788,Innere Verwaltung,Verwaltungs- und Konzernführung,Bilanzielle Abschreibungen,2020,65696,Aufwand,Plan
3789,Innere Verwaltung,Verwaltungs- und Konzernführung,Transferaufwendungen,2020,60000,Aufwand,Plan
3790,Innere Verwaltung,Verwaltungs- und Konzernführung,Sonstige ordentliche Aufwendungen,2020,5031532,Aufwand,Plan
3791,Innere Verwaltung,Haushalts- und Betriebswirtschaft,Privatrechtliche Leistungsentgelte,2020,2400,Ertrag,Plan
3792,Innere Verwaltung,Haushalts- und Betriebswirtschaft,Personalaufwendungen,2020,7099410,Aufwand,Plan
3793,Innere Verwaltung,Haushalts- und Betriebswirtschaft,Versorgungsaufwendungen,2020,834500,Aufwand,Plan
3794,Innere Verwaltung,Haushalts- und Betriebswirtschaft,Aufwendungen für Sach- und Dienstleistungen,2020,821,Aufwand,Plan
3795,Innere Verwaltung,Haushalts- und Betriebswirtschaft,Bilanzielle Abschreibungen,2020,22000,Aufwand,Plan
3796,Innere Verwaltung,Haushalts- und Betriebswirtschaft,Sonstige ordentliche Aufwendungen,2020,167686,Aufwand,Plan
3797,Innere Verwaltung,Haushalts- und Betriebswirtschaft,Erträge aus internen Leistungsbeziehungen,2020,50100,Ertrag,Plan
3798,Innere Verwaltung,Beteiligungs- und Vermögensmanagement,Privatrechtliche Leistungsentgelte,2020,162440,Ertrag,Plan
3799,Innere Verwaltung,Beteiligungs- und Vermögensmanagement,Personalaufwendungen,2020,1390436,Aufwand,Plan
3800,Innere Verwaltung,Beteiligungs- und Vermögensmanagement,Versorgungsaufwendungen,2020,249700,Aufwand,Plan
3801,Innere Verwaltung,Beteiligungs- und Vermögensmanagement,Aufwendungen für Sach- und Dienstleistungen,2020,11451,Aufwand,Plan
3802,Innere Verwaltung,Beteiligungs- und Vermögensmanagement,Bilanzielle Abschreibungen,2020,4000,Aufwand,Plan
3803,Innere Verwaltung,Beteiligungs- und Vermögensmanagement,Sonstige ordentliche Aufwendungen,2020,49069,Aufwand,Plan
3804,Innere Verwaltung,Beteiligungs- und Vermögensmanagement,Erträge aus internen Leistungsbeziehungen,2020,9900,Ertrag,Plan
3805,Innere Verwaltung,"CC-Beihilfe, Info-Line",Privatrechtliche Leistungsentgelte,2020,521165,Ertrag,Plan
3806,Innere Verwaltung,"CC-Beihilfe, Info-Line",Kostenerstattungen und Kostenumlagen,2020,274500,Ertrag,Plan
3807,Innere Verwaltung,"CC-Beihilfe, Info-Line",Sonstige ordentliche Erträge,2020,130000,Ertrag,Plan
3808,Innere Verwaltung,"CC-Beihilfe, Info-Line",Personalaufwendungen,2020,3337537,Aufwand,Plan
3809,Innere Verwaltung,"CC-Beihilfe, Info-Line",Versorgungsaufwendungen,2020,471800,Aufwand,Plan
3810,Innere Verwaltung,"CC-Beihilfe, Info-Line",Aufwendungen für Sach- und Dienstleistungen,2020,117060,Aufwand,Plan
3811,Innere Verwaltung,"CC-Beihilfe, Info-Line",Bilanzielle Abschreibungen,2020,10151,Aufwand,Plan
3812,Innere Verwaltung,"CC-Beihilfe, Info-Line",Sonstige ordentliche Aufwendungen,2020,191136,Aufwand,Plan
3813,Innere Verwaltung,"CC-Beihilfe, Info-Line",Erträge aus internen Leistungsbeziehungen,2020,20666,Ertrag,Plan
3814,Innere Verwaltung,"Personalentwicklung, Personalakademie",Privatrechtliche Leistungsentgelte,2020,376000,Ertrag,Plan
3815,Innere Verwaltung,"Personalentwicklung, Personalakademie",Personalaufwendungen,2020,2693400,Aufwand,Plan
3816,Innere Verwaltung,"Personalentwicklung, Personalakademie",Versorgungsaufwendungen,2020,462800,Aufwand,Plan
3817,Innere Verwaltung,"Personalentwicklung, Personalakademie",Aufwendungen für Sach- und Dienstleistungen,2020,28500,Aufwand,Plan
3818,Innere Verwaltung,"Personalentwicklung, Personalakademie",Bilanzielle Abschreibungen,2020,13775,Aufwand,Plan
3819,Innere Verwaltung,"Personalentwicklung, Personalakademie",Sonstige ordentliche Aufwendungen,2020,1084526,Aufwand,Plan
3820,Innere Verwaltung,Informations-u.Kommunikationstechnologie,Zuwendungen und allgemeine Umlagen,2020,5400,Ertrag,Plan
3821,Innere Verwaltung,Informations-u.Kommunikationstechnologie,Privatrechtliche Leistungsentgelte,2020,1654430,Ertrag,Plan
3822,Innere Verwaltung,Informations-u.Kommunikationstechnologie,Personalaufwendungen,2020,6331500,Aufwand,Plan
3823,Innere Verwaltung,Informations-u.Kommunikationstechnologie,Versorgungsaufwendungen,2020,1196800,Aufwand,Plan
3824,Innere Verwaltung,Informations-u.Kommunikationstechnologie,Aufwendungen für Sach- und Dienstleistungen,2020,26357629,Aufwand,Plan
3825,Innere Verwaltung,Informations-u.Kommunikationstechnologie,Bilanzielle Abschreibungen,2020,481903,Aufwand,Plan
3826,Innere Verwaltung,Informations-u.Kommunikationstechnologie,Sonstige ordentliche Aufwendungen,2020,3650062,Aufwand,Plan
3827,Innere Verwaltung,Informations-u.Kommunikationstechnologie,Erträge aus internen Leistungsbeziehungen,2020,403469,Ertrag,Plan
3828,Innere Verwaltung,Personalservice,Privatrechtliche Leistungsentgelte,2020,6040379,Ertrag,Plan
3829,Innere Verwaltung,Personalservice,Kostenerstattungen und Kostenumlagen,2020,750530,Ertrag,Plan
3830,Innere Verwaltung,Personalservice,Sonstige ordentliche Erträge,2020,189500,Ertrag,Plan
3831,Innere Verwaltung,Personalservice,Personalaufwendungen,2020,4889800,Aufwand,Plan
3832,Innere Verwaltung,Personalservice,Versorgungsaufwendungen,2020,1459500,Aufwand,Plan
3833,Innere Verwaltung,Personalservice,Aufwendungen für Sach- und Dienstleistungen,2020,360491,Aufwand,Plan
3834,Innere Verwaltung,Personalservice,Bilanzielle Abschreibungen,2020,9275,Aufwand,Plan
3835,Innere Verwaltung,Personalservice,Sonstige ordentliche Aufwendungen,2020,5203761,Aufwand,Plan
3836,Innere Verwaltung,Personalservice,Erträge aus internen Leistungsbeziehungen,2020,196979,Ertrag,Plan
3837,Innere Verwaltung,Personalwirtschaft und Ausbildung,Zuwendungen und allgemeine Umlagen,2020,36000,Ertrag,Plan
3838,Innere Verwaltung,Personalwirtschaft und Ausbildung,Privatrechtliche Leistungsentgelte,2020,80000,Ertrag,Plan
3839,Innere Verwaltung,Personalwirtschaft und Ausbildung,Kostenerstattungen und Kostenumlagen,2020,147000,Ertrag,Plan
3840,Innere Verwaltung,Personalwirtschaft und Ausbildung,Personalaufwendungen,2020,18486200,Aufwand,Plan
3841,Innere Verwaltung,Personalwirtschaft und Ausbildung,Versorgungsaufwendungen,2020,1207000,Aufwand,Plan
3842,Innere Verwaltung,Personalwirtschaft und Ausbildung,Aufwendungen für Sach- und Dienstleistungen,2020,236020,Aufwand,Plan
3843,Innere Verwaltung,Personalwirtschaft und Ausbildung,Bilanzielle Abschreibungen,2020,8590,Aufwand,Plan
3844,Innere Verwaltung,Personalwirtschaft und Ausbildung,Sonstige ordentliche Aufwendungen,2020,897766,Aufwand,Plan
3845,Innere Verwaltung,Personalwirtschaft und Ausbildung,Erträge aus internen Leistungsbeziehungen,2020,73452,Ertrag,Plan
3846,Innere Verwaltung,Fraktionen,Personalaufwendungen,2020,463892,Aufwand,Plan
3847,Innere Verwaltung,Fraktionen,Versorgungsaufwendungen,2020,83100,Aufwand,Plan
3848,Innere Verwaltung,Fraktionen,Aufwendungen für Sach- und Dienstleistungen,2020,1933,Aufwand,Plan
3849,Innere Verwaltung,Fraktionen,Bilanzielle Abschreibungen,2020,19900,Aufwand,Plan
3850,Innere Verwaltung,Fraktionen,Sonstige ordentliche Aufwendungen,2020,1956674,Aufwand,Plan
3851,Innere Verwaltung,"Organisat.,übergr.Personalang.,Steuerung",Privatrechtliche Leistungsentgelte,2020,240916,Ertrag,Plan
3852,Innere Verwaltung,"Organisat.,übergr.Personalang.,Steuerung",Kostenerstattungen und Kostenumlagen,2020,652600,Ertrag,Plan
3853,Innere Verwaltung,"Organisat.,übergr.Personalang.,Steuerung",Personalaufwendungen,2020,3457666,Aufwand,Plan
3854,Innere Verwaltung,"Organisat.,übergr.Personalang.,Steuerung",Versorgungsaufwendungen,2020,98800,Aufwand,Plan
3855,Innere Verwaltung,"Organisat.,übergr.Personalang.,Steuerung",Aufwendungen für Sach- und Dienstleistungen,2020,233267,Aufwand,Plan
3856,Innere Verwaltung,"Organisat.,übergr.Personalang.,Steuerung",Bilanzielle Abschreibungen,2020,76750,Aufwand,Plan
3857,Innere Verwaltung,"Organisat.,übergr.Personalang.,Steuerung",Sonstige ordentliche Aufwendungen,2020,2014049,Aufwand,Plan
3858,Innere Verwaltung,Gebäudereinigung,Privatrechtliche Leistungsentgelte,2020,25245783,Ertrag,Plan
3859,Innere Verwaltung,Gebäudereinigung,Personalaufwendungen,2020,6976050,Aufwand,Plan
3860,Innere Verwaltung,Gebäudereinigung,Versorgungsaufwendungen,2020,132000,Aufwand,Plan
3861,Innere Verwaltung,Gebäudereinigung,Aufwendungen für Sach- und Dienstleistungen,2020,17719820,Aufwand,Plan
3862,Innere Verwaltung,Gebäudereinigung,Bilanzielle Abschreibungen,2020,45808,Aufwand,Plan
3863,Innere Verwaltung,Gebäudereinigung,Sonstige ordentliche Aufwendungen,2020,351032,Aufwand,Plan
3864,Innere Verwaltung,Stadtdruckerei,Privatrechtliche Leistungsentgelte,2020,2614823,Ertrag,Plan
3865,Innere Verwaltung,Stadtdruckerei,Personalaufwendungen,2020,1002174,Aufwand,Plan
3866,Innere Verwaltung,Stadtdruckerei,Versorgungsaufwendungen,2020,12800,Aufwand,Plan
3867,Innere Verwaltung,Stadtdruckerei,Aufwendungen für Sach- und Dienstleistungen,2020,914388,Aufwand,Plan
3868,Innere Verwaltung,Stadtdruckerei,Bilanzielle Abschreibungen,2020,19217,Aufwand,Plan
3869,Innere Verwaltung,Stadtdruckerei,Sonstige ordentliche Aufwendungen,2020,1014379,Aufwand,Plan
3870,Innere Verwaltung,Postlogistik,Privatrechtliche Leistungsentgelte,2020,6429995,Ertrag,Plan
3871,Innere Verwaltung,Postlogistik,Personalaufwendungen,2020,2131461,Aufwand,Plan
3872,Innere Verwaltung,Postlogistik,Versorgungsaufwendungen,2020,28500,Aufwand,Plan
3873,Innere Verwaltung,Postlogistik,Aufwendungen für Sach- und Dienstleistungen,2020,40630,Aufwand,Plan
3874,Innere Verwaltung,Postlogistik,Bilanzielle Abschreibungen,2020,15752,Aufwand,Plan
3875,Innere Verwaltung,Postlogistik,Sonstige ordentliche Aufwendungen,2020,3244400,Aufwand,Plan
3876,Innere Verwaltung,Mobilitätsmanagement,Zuwendungen und allgemeine Umlagen,2020,38675,Ertrag,Plan
3877,Innere Verwaltung,Mobilitätsmanagement,Privatrechtliche Leistungsentgelte,2020,2260995,Ertrag,Plan
3878,Innere Verwaltung,Mobilitätsmanagement,Sonstige ordentliche Erträge,2020,25500,Ertrag,Plan
3879,Innere Verwaltung,Mobilitätsmanagement,Personalaufwendungen,2020,1927115,Aufwand,Plan
3880,Innere Verwaltung,Mobilitätsmanagement,Versorgungsaufwendungen,2020,40200,Aufwand,Plan
3881,Innere Verwaltung,Mobilitätsmanagement,Aufwendungen für Sach- und Dienstleistungen,2020,491330,Aufwand,Plan
3882,Innere Verwaltung,Mobilitätsmanagement,Bilanzielle Abschreibungen,2020,55818,Aufwand,Plan
3883,Innere Verwaltung,Mobilitätsmanagement,Sonstige ordentliche Aufwendungen,2020,278349,Aufwand,Plan
3884,Innere Verwaltung,Zentraleinkauf,Privatrechtliche Leistungsentgelte,2020,1832590,Ertrag,Plan
3885,Innere Verwaltung,Zentraleinkauf,Personalaufwendungen,2020,241407,Aufwand,Plan
3886,Innere Verwaltung,Zentraleinkauf,Versorgungsaufwendungen,2020,33300,Aufwand,Plan
3887,Innere Verwaltung,Zentraleinkauf,Aufwendungen für Sach- und Dienstleistungen,2020,57180,Aufwand,Plan
3888,Innere Verwaltung,Zentraleinkauf,Bilanzielle Abschreibungen,2020,4637,Aufwand,Plan
3889,Innere Verwaltung,Zentraleinkauf,Sonstige ordentliche Aufwendungen,2020,1457194,Aufwand,Plan
3890,Sicherheit und Ordnung,Statistik,Privatrechtliche Leistungsentgelte,2020,2100,Ertrag,Plan
3891,Sicherheit und Ordnung,Statistik,Personalaufwendungen,2020,1564091,Aufwand,Plan
3892,Sicherheit und Ordnung,Statistik,Versorgungsaufwendungen,2020,239900,Aufwand,Plan
3893,Sicherheit und Ordnung,Statistik,Aufwendungen für Sach- und Dienstleistungen,2020,1651,Aufwand,Plan
3894,Sicherheit und Ordnung,Statistik,Bilanzielle Abschreibungen,2020,6022,Aufwand,Plan
3895,Sicherheit und Ordnung,Statistik,Sonstige ordentliche Aufwendungen,2020,125220,Aufwand,Plan
3896,Sicherheit und Ordnung,Wahlen,Privatrechtliche Leistungsentgelte,2020,2400,Ertrag,Plan
3897,Sicherheit und Ordnung,Wahlen,Personalaufwendungen,2020,1386582,Aufwand,Plan
3898,Sicherheit und Ordnung,Wahlen,Versorgungsaufwendungen,2020,106000,Aufwand,Plan
3899,Sicherheit und Ordnung,Wahlen,Aufwendungen für Sach- und Dienstleistungen,2020,25967,Aufwand,Plan
3900,Sicherheit und Ordnung,Wahlen,Bilanzielle Abschreibungen,2020,25385,Aufwand,Plan
3901,Sicherheit und Ordnung,Wahlen,Sonstige ordentliche Aufwendungen,2020,1407650,Aufwand,Plan
3902,Sicherheit und Ordnung,"Kfz-, Fahr-, Beförderungsangelegenheiten",Zuwendungen und allgemeine Umlagen,2020,1600,Ertrag,Plan
3903,Sicherheit und Ordnung,"Kfz-, Fahr-, Beförderungsangelegenheiten",Öffentlich-rechtliche Leistungsentgelte,2020,6600000,Ertrag,Plan
3904,Sicherheit und Ordnung,"Kfz-, Fahr-, Beförderungsangelegenheiten",Privatrechtliche Leistungsentgelte,2020,1000,Ertrag,Plan
3905,Sicherheit und Ordnung,"Kfz-, Fahr-, Beförderungsangelegenheiten",Kostenerstattungen und Kostenumlagen,2020,3000,Ertrag,Plan
3906,Sicherheit und Ordnung,"Kfz-, Fahr-, Beförderungsangelegenheiten",Sonstige ordentliche Erträge,2020,510000,Ertrag,Plan
3907,Sicherheit und Ordnung,"Kfz-, Fahr-, Beförderungsangelegenheiten",Personalaufwendungen,2020,3884328,Aufwand,Plan
3908,Sicherheit und Ordnung,"Kfz-, Fahr-, Beförderungsangelegenheiten",Versorgungsaufwendungen,2020,477900,Aufwand,Plan
3909,Sicherheit und Ordnung,"Kfz-, Fahr-, Beförderungsangelegenheiten",Aufwendungen für Sach- und Dienstleistungen,2020,439207,Aufwand,Plan
3910,Sicherheit und Ordnung,"Kfz-, Fahr-, Beförderungsangelegenheiten",Bilanzielle Abschreibungen,2020,30800,Aufwand,Plan
3911,Sicherheit und Ordnung,"Kfz-, Fahr-, Beförderungsangelegenheiten",Sonstige ordentliche Aufwendungen,2020,526204,Aufwand,Plan
3912,Sicherheit und Ordnung,Einwohnerangelegenheiten,Zuwendungen und allgemeine Umlagen,2020,30000,Ertrag,Plan
3913,Sicherheit und Ordnung,Einwohnerangelegenheiten,Öffentlich-rechtliche Leistungsentgelte,2020,6060000,Ertrag,Plan
3914,Sicherheit und Ordnung,Einwohnerangelegenheiten,Privatrechtliche Leistungsentgelte,2020,64000,Ertrag,Plan
3915,Sicherheit und Ordnung,Einwohnerangelegenheiten,Kostenerstattungen und Kostenumlagen,2020,40000,Ertrag,Plan
3916,Sicherheit und Ordnung,Einwohnerangelegenheiten,Sonstige ordentliche Erträge,2020,71000,Ertrag,Plan
3917,Sicherheit und Ordnung,Einwohnerangelegenheiten,Personalaufwendungen,2020,14595938,Aufwand,Plan
3918,Sicherheit und Ordnung,Einwohnerangelegenheiten,Versorgungsaufwendungen,2020,1680100,Aufwand,Plan
3919,Sicherheit und Ordnung,Einwohnerangelegenheiten,Aufwendungen für Sach- und Dienstleistungen,2020,3404978,Aufwand,Plan
3920,Sicherheit und Ordnung,Einwohnerangelegenheiten,Bilanzielle Abschreibungen,2020,87800,Aufwand,Plan
3921,Sicherheit und Ordnung,Einwohnerangelegenheiten,Sonstige ordentliche Aufwendungen,2020,534162,Aufwand,Plan
3922,Sicherheit und Ordnung,Personenstandsangelegenheiten,Öffentlich-rechtliche Leistungsentgelte,2020,891621,Ertrag,Plan
3923,Sicherheit und Ordnung,Personenstandsangelegenheiten,Privatrechtliche Leistungsentgelte,2020,130000,Ertrag,Plan
3924,Sicherheit und Ordnung,Personenstandsangelegenheiten,Personalaufwendungen,2020,2576437,Aufwand,Plan
3925,Sicherheit und Ordnung,Personenstandsangelegenheiten,Versorgungsaufwendungen,2020,536700,Aufwand,Plan
3926,Sicherheit und Ordnung,Personenstandsangelegenheiten,Aufwendungen für Sach- und Dienstleistungen,2020,26877,Aufwand,Plan
3927,Sicherheit und Ordnung,Personenstandsangelegenheiten,Bilanzielle Abschreibungen,2020,17800,Aufwand,Plan
3928,Sicherheit und Ordnung,Personenstandsangelegenheiten,Sonstige ordentliche Aufwendungen,2020,110729,Aufwand,Plan
3929,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Zuwendungen und allgemeine Umlagen,2020,5000,Ertrag,Plan
3930,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Öffentlich-rechtliche Leistungsentgelte,2020,188200,Ertrag,Plan
3931,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Privatrechtliche Leistungsentgelte,2020,90000,Ertrag,Plan
3932,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Kostenerstattungen und Kostenumlagen,2020,1700,Ertrag,Plan
3933,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Sonstige ordentliche Erträge,2020,475700,Ertrag,Plan
3934,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Personalaufwendungen,2020,1294446,Aufwand,Plan
3935,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Versorgungsaufwendungen,2020,310700,Aufwand,Plan
3936,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Aufwendungen für Sach- und Dienstleistungen,2020,1271796,Aufwand,Plan
3937,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Bilanzielle Abschreibungen,2020,5013,Aufwand,Plan
3938,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Transferaufwendungen,2020,8988,Aufwand,Plan
3939,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Sonstige ordentliche Aufwendungen,2020,287396,Aufwand,Plan
3940,Sicherheit und Ordnung,Verkehrsüberwachung,Öffentlich-rechtliche Leistungsentgelte,2020,575000,Ertrag,Plan
3941,Sicherheit und Ordnung,Verkehrsüberwachung,Privatrechtliche Leistungsentgelte,2020,130500,Ertrag,Plan
3942,Sicherheit und Ordnung,Verkehrsüberwachung,Kostenerstattungen und Kostenumlagen,2020,1500,Ertrag,Plan
3943,Sicherheit und Ordnung,Verkehrsüberwachung,Sonstige ordentliche Erträge,2020,16395000,Ertrag,Plan
3944,Sicherheit und Ordnung,Verkehrsüberwachung,Personalaufwendungen,2020,8368311,Aufwand,Plan
3945,Sicherheit und Ordnung,Verkehrsüberwachung,Versorgungsaufwendungen,2020,50300,Aufwand,Plan
