"ID";"EPL";"AB";"PG";"Betrag";"Berichtsjahr";"Werttyp";"Erlöse_Kosten"
21740;"Justizbehörde";"Hamburgischer Beauftragter für Datenschutz u. Informationsfreiheit";"Hamburgischer Beauftragter für Datenschutz u. Informationsfreiheit";0,00;"2018";"Fortgeschriebener Plan";"Kosten"
21741;"Justizbehörde";"Hamburgischer Beauftragter für Datenschutz u. Informationsfreiheit";"Hamburgischer Beauftragter für Datenschutz u. Informationsfreiheit";0,00;"2019";"Plan";"Kosten"
21742;"Justizbehörde";"Hamburgischer Beauftragter für Datenschutz u. Informationsfreiheit";"Hamburgischer Beauftragter für Datenschutz u. Informationsfreiheit";0,00;"2020";"Plan";"Kosten"
21743;"Justizbehörde";"Hamburgischer Beauftragter für Datenschutz u. Informationsfreiheit";"Hamburgischer Beauftragter für Datenschutz u. Informationsfreiheit";0,00;"2021";"Plan";"Kosten"
21744;"Justizbehörde";"Hamburgischer Beauftragter für Datenschutz u. Informationsfreiheit";"Hamburgischer Beauftragter für Datenschutz u. Informationsfreiheit";0,00;"2022";"Plan";"Kosten"
21745;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";14813603,00;"2016";"Ist";"Erlöse"
21746;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";96988320,00;"2016";"Ist";"Kosten"
21747;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";12357639,00;"2017";"Ist";"Erlöse"
21748;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";108349983,00;"2017";"Ist";"Kosten"
21749;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";9592658,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21750;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";89456241,00;"2018";"Fortgeschriebener Plan";"Kosten"
21751;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";9854169,00;"2019";"Plan";"Erlöse"
21752;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";99279481,00;"2019";"Plan";"Kosten"
21753;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";9833004,00;"2020";"Plan";"Erlöse"
21754;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";101424287,00;"2020";"Plan";"Kosten"
21755;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";9794674,00;"2021";"Plan";"Erlöse"
21756;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";104003813,00;"2021";"Plan";"Kosten"
21757;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";9757145,00;"2022";"Plan";"Erlöse"
21758;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Steuerung und Service";104707261,00;"2022";"Plan";"Kosten"
21759;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Zentraler Ansatz";0,00;"2016";"Ist";"Kosten"
21760;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Zentraler Ansatz";0,00;"2017";"Ist";"Kosten"
21761;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Zentraler Ansatz";-26941354,00;"2018";"Fortgeschriebener Plan";"Kosten"
21762;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Zentraler Ansatz";-36788813,00;"2019";"Plan";"Kosten"
21763;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Zentraler Ansatz";-38113354,00;"2020";"Plan";"Kosten"
21764;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Zentraler Ansatz";-68016275,00;"2021";"Plan";"Kosten"
21765;"Behörde für Schule und Berufsbildung";"Steuerung und Service (BSB)";"Zentraler Ansatz";-69983575,00;"2022";"Plan";"Kosten"
21766;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";298609,00;"2016";"Ist";"Erlöse"
21767;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";5798242,00;"2016";"Ist";"Kosten"
21768;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";290161,00;"2017";"Ist";"Erlöse"
21769;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";6430544,00;"2017";"Ist";"Kosten"
21770;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";20275,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21771;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";6435736,00;"2018";"Fortgeschriebener Plan";"Kosten"
21772;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";23608,00;"2019";"Plan";"Erlöse"
21773;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";6607813,00;"2019";"Plan";"Kosten"
21774;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";22220,00;"2020";"Plan";"Erlöse"
21775;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";6698425,00;"2020";"Plan";"Kosten"
21776;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";20275,00;"2021";"Plan";"Erlöse"
21777;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";6779479,00;"2021";"Plan";"Kosten"
21778;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";20275,00;"2022";"Plan";"Erlöse"
21779;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"Institut für Bildungsmonitoring und Qualitätsentwicklung";6850356,00;"2022";"Plan";"Kosten"
21780;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";2579478,00;"2016";"Ist";"Erlöse"
21781;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";42482056,00;"2016";"Ist";"Kosten"
21782;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";1747556,00;"2017";"Ist";"Erlöse"
21783;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";49109873,00;"2017";"Ist";"Kosten"
21784;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";1270171,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21785;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";44804319,00;"2018";"Fortgeschriebener Plan";"Kosten"
21786;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";1172171,00;"2019";"Plan";"Erlöse"
21787;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";53289277,00;"2019";"Plan";"Kosten"
21788;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";1178171,00;"2020";"Plan";"Erlöse"
21789;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";57442483,00;"2020";"Plan";"Kosten"
21790;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";1191171,00;"2021";"Plan";"Erlöse"
21791;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";58077032,00;"2021";"Plan";"Kosten"
21792;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";1194171,00;"2022";"Plan";"Erlöse"
21793;"Behörde für Schule und Berufsbildung";"Bildungsbezogene Dienstleistungen";"LI - Landesinstitut für Lehrerbildung";58871835,00;"2022";"Plan";"Kosten"
21794;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";634511,00;"2016";"Ist";"Erlöse"
21795;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";43994472,00;"2016";"Ist";"Kosten"
21796;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";747672,00;"2017";"Ist";"Erlöse"
21797;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";46306877,00;"2017";"Ist";"Kosten"
21798;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";212000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21799;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";49919000,00;"2018";"Fortgeschriebener Plan";"Kosten"
21800;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";280000,00;"2019";"Plan";"Erlöse"
21801;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";60932000,00;"2019";"Plan";"Kosten"
21802;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";280000,00;"2020";"Plan";"Erlöse"
21803;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";64891000,00;"2020";"Plan";"Kosten"
21804;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";280000,00;"2021";"Plan";"Erlöse"
21805;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";65303000,00;"2021";"Plan";"Kosten"
21806;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";280000,00;"2022";"Plan";"Erlöse"
21807;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Soziale Leistungen für Schüler/Innen";65806000,00;"2022";"Plan";"Kosten"
21808;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Bezirkliche Zuweisungen";0,00;"2017";"Ist";"Kosten"
21809;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Bezirkliche Zuweisungen";20768000,00;"2018";"Fortgeschriebener Plan";"Kosten"
21810;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Bezirkliche Zuweisungen";20768000,00;"2019";"Plan";"Kosten"
21811;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Bezirkliche Zuweisungen";20768000,00;"2020";"Plan";"Kosten"
21812;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Bezirkliche Zuweisungen";20768000,00;"2021";"Plan";"Kosten"
21813;"Behörde für Schule und Berufsbildung";"Soziale Leistungen für Schülerinnen und Schüler";"Bezirkliche Zuweisungen";20768000,00;"2022";"Plan";"Kosten"
21814;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";15107084,00;"2016";"Ist";"Erlöse"
21815;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";554877752,00;"2016";"Ist";"Kosten"
21816;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";12460775,00;"2017";"Ist";"Erlöse"
21817;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";614200821,00;"2017";"Ist";"Kosten"
21818;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";11178112,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21819;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";651457300,00;"2018";"Fortgeschriebener Plan";"Kosten"
21820;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";11918150,00;"2019";"Plan";"Erlöse"
21821;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";701131663,00;"2019";"Plan";"Kosten"
21822;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";12502151,00;"2020";"Plan";"Erlöse"
21823;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";723450544,00;"2020";"Plan";"Kosten"
21824;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";13153149,00;"2021";"Plan";"Erlöse"
21825;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";745645948,00;"2021";"Plan";"Kosten"
21826;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";13153150,00;"2022";"Plan";"Erlöse"
21827;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht i.d. Vor- und Grundschule";766533419,00;"2022";"Plan";"Kosten"
21828;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";1758902,00;"2016";"Ist";"Erlöse"
21829;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";126521730,00;"2016";"Ist";"Kosten"
21830;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";1311982,00;"2017";"Ist";"Erlöse"
21831;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";138887665,00;"2017";"Ist";"Kosten"
21832;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";58811,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21833;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";148091499,00;"2018";"Fortgeschriebener Plan";"Kosten"
21834;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";64237,00;"2019";"Plan";"Erlöse"
21835;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";144520770,00;"2019";"Plan";"Kosten"
21836;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";67237,00;"2020";"Plan";"Erlöse"
21837;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";144498290,00;"2020";"Plan";"Kosten"
21838;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";71237,00;"2021";"Plan";"Erlöse"
21839;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";146092344,00;"2021";"Plan";"Kosten"
21840;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";71237,00;"2022";"Plan";"Erlöse"
21841;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Sonderpädagog. Unterstzg. u. Beratung";148875809,00;"2022";"Plan";"Kosten"
21842;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";5159855,00;"2016";"Ist";"Erlöse"
21843;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";496831367,00;"2016";"Ist";"Kosten"
21844;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";4707269,00;"2017";"Ist";"Erlöse"
21845;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";544807492,00;"2017";"Ist";"Kosten"
21846;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";637201,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21847;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";579341222,00;"2018";"Fortgeschriebener Plan";"Kosten"
21848;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";2193283,00;"2019";"Plan";"Erlöse"
21849;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";606677732,00;"2019";"Plan";"Kosten"
21850;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";2225283,00;"2020";"Plan";"Erlöse"
21851;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";618433760,00;"2020";"Plan";"Kosten"
21852;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";2260283,00;"2021";"Plan";"Erlöse"
21853;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";629291239,00;"2021";"Plan";"Kosten"
21854;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";2260283,00;"2022";"Plan";"Erlöse"
21855;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht in der Stadtteilschule";645053969,00;"2022";"Plan";"Kosten"
21856;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";2999260,00;"2016";"Ist";"Erlöse"
21857;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";367817919,00;"2016";"Ist";"Kosten"
21858;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";2902536,00;"2017";"Ist";"Erlöse"
21859;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";409805019,00;"2017";"Ist";"Kosten"
21860;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";284951,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21861;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";444884634,00;"2018";"Fortgeschriebener Plan";"Kosten"
21862;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";408433,00;"2019";"Plan";"Erlöse"
21863;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";450517291,00;"2019";"Plan";"Kosten"
21864;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";417986,00;"2020";"Plan";"Erlöse"
21865;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";457551907,00;"2020";"Plan";"Kosten"
21866;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";429989,00;"2021";"Plan";"Erlöse"
21867;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";467712383,00;"2021";"Plan";"Kosten"
21868;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";429985,00;"2022";"Plan";"Erlöse"
21869;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Unterricht im Gymnasium";481907199,00;"2022";"Plan";"Kosten"
21870;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Schulische Berufliche Bildung";1068,00;"2016";"Ist";"Erlöse"
21871;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Schulische Berufliche Bildung";275067730,00;"2016";"Ist";"Kosten"
21872;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Schulische Berufliche Bildung";6817393,00;"2017";"Ist";"Erlöse"
21873;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Schulische Berufliche Bildung";326489498,00;"2017";"Ist";"Kosten"
21874;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Schulische Berufliche Bildung";0,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21875;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Schulische Berufliche Bildung";340541173,00;"2018";"Fortgeschriebener Plan";"Kosten"
21876;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Schulische Berufliche Bildung";362010173,00;"2019";"Plan";"Kosten"
21877;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Schulische Berufliche Bildung";372873013,00;"2020";"Plan";"Kosten"
21878;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Schulische Berufliche Bildung";386587853,00;"2021";"Plan";"Kosten"
21879;"Behörde für Schule und Berufsbildung";"Staatliche Schulen";"Schulische Berufliche Bildung";394078693,00;"2022";"Plan";"Kosten"
21880;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";9892851,00;"2016";"Ist";"Erlöse"
21881;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";153430473,00;"2016";"Ist";"Kosten"
21882;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";8117647,00;"2017";"Ist";"Erlöse"
21883;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";159709168,00;"2017";"Ist";"Kosten"
21884;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";8335000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21885;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";163533940,00;"2018";"Fortgeschriebener Plan";"Kosten"
21886;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";8245897,00;"2019";"Plan";"Erlöse"
21887;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";166401325,00;"2019";"Plan";"Kosten"
21888;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";8260900,00;"2020";"Plan";"Erlöse"
21889;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";169967327,00;"2020";"Plan";"Kosten"
21890;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";8275897,00;"2021";"Plan";"Erlöse"
21891;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";173109325,00;"2021";"Plan";"Kosten"
21892;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";8291900,00;"2022";"Plan";"Erlöse"
21893;"Behörde für Schule und Berufsbildung";"Schulen in freier Trägerschaft (SFT)";"Förderung allgemeine Schulen, Sonderschulen, schulische berufliche Bildung";176328948,00;"2022";"Plan";"Kosten"
21894;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";3606479,00;"2016";"Ist";"Erlöse"
21895;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";12985650,00;"2016";"Ist";"Kosten"
21896;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";3651588,00;"2017";"Ist";"Erlöse"
21897;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";13651857,00;"2017";"Ist";"Kosten"
21898;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";3502328,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21899;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";12769377,00;"2018";"Fortgeschriebener Plan";"Kosten"
21900;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";3621328,00;"2019";"Plan";"Erlöse"
21901;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";12812205,00;"2019";"Plan";"Kosten"
21902;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";3693328,00;"2020";"Plan";"Erlöse"
21903;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";13095387,00;"2020";"Plan";"Kosten"
21904;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";3767328,00;"2021";"Plan";"Erlöse"
21905;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";13322943,00;"2021";"Plan";"Kosten"
21906;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";3842328,00;"2022";"Plan";"Erlöse"
21907;"Behörde für Schule und Berufsbildung";"Jugendmusikschule (JMS)";"Unterricht in der Jugendmusikschule";13497469,00;"2022";"Plan";"Kosten"
21908;"Behörde für Schule und Berufsbildung";"Außerschul. Berufs- u. Weiterbildung";"Außerschulische Berufs- und Weiterbildung";5121470,00;"2016";"Ist";"Erlöse"
21909;"Behörde für Schule und Berufsbildung";"Außerschul. Berufs- u. Weiterbildung";"Außerschulische Berufs- und Weiterbildung";39232930,00;"2016";"Ist";"Kosten"
21910;"Behörde für Schule und Berufsbildung";"Außerschul. Berufs- u. Weiterbildung";"Außerschulische Berufs- und Weiterbildung";4978844,00;"2017";"Ist";"Erlöse"
21911;"Behörde für Schule und Berufsbildung";"Außerschul. Berufs- u. Weiterbildung";"Außerschulische Berufs- und Weiterbildung";34069417,00;"2017";"Ist";"Kosten"
