Identifikation;Fachbereich;Produkt;Konto;Haushaltsjahr;Budgetrichtung;Ansatz
559;Zentraler Service;Freibad Sprendlingen;Vergütungen;2018;Aufwand;74000
560;Zentraler Service;Gleichstellung;Pauschalierte Lohnsteuer;2018;Aufwand;50
561;Zentraler Service;Gleichstellung;Reisekosten;2018;Aufwand;200
562;Zentraler Service;Gleichstellung;Aus- und Fortbildung;2018;Aufwand;500
563;Zentraler Service;Gleichstellung;Sonstige laufende Aufwendungen;2018;Aufwand;500
564;Zentraler Service;Gleichstellung;Sozialversicheurng Beamte;2018;Aufwand;500
565;Zentraler Service;Gleichstellung;Sachleistungen;2018;Aufwand;3500
566;Zentraler Service;Gleichstellung;Dienstbezüge;2018;Aufwand;3600
567;Zentraler Service;Gremien;Auflösung von Rückstellungen;2018;Ertrag;900
568;Zentraler Service;Gremien;Zuf. Beihilferückstellungen;2018;Aufwand;300
569;Zentraler Service;Gremien;Reisekosten;2018;Aufwand;500
570;Zentraler Service;Gremien;Aus- und Fortbildung;2018;Aufwand;1000
571;Zentraler Service;Gremien;Leistungszulagen;2018;Aufwand;1450
572;Zentraler Service;Gremien;Zuf. Pensionsrückstellungen;2018;Aufwand;1710
573;Zentraler Service;Gremien;Versorgungskasse Beamte;2018;Aufwand;2100
574;Zentraler Service;Gremien;Sonstige laufende Aufwendungen;2018;Aufwand;3000
575;Zentraler Service;Gremien;Beihilfen;2018;Aufwand;3500
576;Zentraler Service;Gremien;Versorgungskasse Arbeitnehmer;2018;Aufwand;5300
577;Zentraler Service;Gremien;Versorgungsaufwendungen für Beamte;2018;Aufwand;8300
578;Zentraler Service;Gremien;Aufw. f. Rats- und Ausschussmitglieder;2018;Aufwand;10000
579;Zentraler Service;Gremien;Dienstbezüge;2018;Aufwand;10100
580;Zentraler Service;Gremien;Sozialversicherung Arbeitnehmer;2018;Aufwand;14300
581;Zentraler Service;Gremien;Vergütungen;2018;Aufwand;70800
582;Zentraler Service;Hallenbad Gensingen;Sonstige Erträge;2018;Ertrag;10500
583;Zentraler Service;Hallenbad Gensingen;Erstattung von Steuern;2018;Ertrag;30000
584;Zentraler Service;Hallenbad Gensingen;Abschreibungen auf immaterielles Vermögen;2018;Aufwand;500
585;Zentraler Service;Hallenbad Gensingen;Reisekosten;2018;Aufwand;1000
586;Zentraler Service;Hallenbad Gensingen;Abschreibungen auf Maschinen, techn. Anlagen;2018;Aufwand;1100
587;Zentraler Service;Hallenbad Gensingen;Abschreibungen auf BGA;2018;Aufwand;3300
588;Zentraler Service;Hallenbad Gensingen;Pauschalierte Lohnsteuer;2018;Aufwand;3400
589;Zentraler Service;Hallenbad Gensingen;Abschreibungen auf Betriebsvorrichtungen;2018;Aufwand;5900
590;Zentraler Service;Hallenbad Gensingen;Versorgungskasse Arbeitnehmer;2018;Aufwand;16000
591;Zentraler Service;Hallenbad Gensingen;Abschreibungen auf bebaute Grundstücke;2018;Aufwand;19200
592;Zentraler Service;Hallenbad Gensingen;Sozialversicherung Arbeitnehmer;2018;Aufwand;39000
593;Zentraler Service;Hallenbad Gensingen;Sonstige Aufwendungen;2018;Aufwand;191000
594;Zentraler Service;Hallenbad Gensingen;Vergütungen;2018;Aufwand;198000
595;Zentraler Service;Migrationsbeauftragte;Pauschalierte Lohnsteuer;2018;Aufwand;50
596;Zentraler Service;Migrationsbeauftragte;Telefon, Datenübertragung;2018;Aufwand;150
597;Zentraler Service;Migrationsbeauftragte;Sozialversicherung Beamte;2018;Aufwand;500
598;Zentraler Service;Migrationsbeauftragte;Aufw. f. Rats- und Ausschussmitglieder;2018;Aufwand;1000
599;Zentraler Service;Migrationsbeauftragte;Aus- und Fortbildung;2018;Aufwand;1000
600;Zentraler Service;Migrationsbeauftragte;Aufw. f. den/die Vorsitzende/n;2018;Aufwand;2400
601;Zentraler Service;Migrationsbeauftragte;Dienstbezüge;2018;Aufwand;3600
602;Zentraler Service;Migrationsbeauftragte;Sachleistungen;2018;Aufwand;7000
603;Zentraler Service;Öffentlichkeitsarbeit;Leistungszulagen;2018;Aufwand;500
604;Zentraler Service;Öffentlichkeitsarbeit;Versorgungskasse Arbeitnehmer;2018;Aufwand;1750
605;Zentraler Service;Öffentlichkeitsarbeit;Beihilfen;2018;Aufwand;2000
606;Zentraler Service;Öffentlichkeitsarbeit;Öffentlichkeitsarbeit;2018;Aufwand;3500
607;Zentraler Service;Öffentlichkeitsarbeit;Sozialversicherung Arbeitnehmer;2018;Aufwand;4500
608;Zentraler Service;Öffentlichkeitsarbeit;Repräsentation;2018;Aufwand;8000
609;Zentraler Service;Öffentlichkeitsarbeit;Sonstige Geschäftsaufwendungen;2018;Aufwand;10000
610;Zentraler Service;Öffentlichkeitsarbeit;Vergütungen;2018;Aufwand;22600
611;Zentraler Service;Öffentlichkeitsarbeit;Öffetnliche Bekanntmachungen;2018;Aufwand;25000
612;Zentraler Service;Organisation;Auflösung von Rückstellungen;2018;Ertrag;1650
613;Zentraler Service;Organisation;Versorgungsaufwendungen Beamte;2018;Aufwand;16500
614;Zentraler Service;Organisation;Zuf. Beihilferückstellungen;2018;Aufwand;600
615;Zentraler Service;Organisation;Zuf. Pensionsrückstellungen;2018;Aufwand;3410
616;Zentraler Service;Organisation;Beihilfen;2018;Aufwand;3500
617;Zentraler Service;Organisation;Versorgungskasse Beamte;2018;Aufwand;4200
618;Zentraler Service;Organisation;Dienstbezüge;2018;Aufwand;20100
619;Zentraler Service;Personal;Kostenerstattungen vom Bund;2018;Ertrag;1500
620;Zentraler Service;Personal;Auflösung von Rückstellungen;2018;Ertrag;3100
621;Zentraler Service;Personal;Sonstige Erträge;2018;Ertrag;7000
622;Zentraler Service;Personal;Kostenerstattungen von Zweckverbänden;2018;Ertrag;7200
623;Zentraler Service;Personal;Kostenerstattungen von Eigenbetrieben;2018;Ertrag;30000
624;Zentraler Service;Personal;Allgemeine Betreuung der Bediensteten;2018;Aufwand;1000
625;Zentraler Service;Personal;Beiträge zu Berufsvertretungen und Verbänden;2018;Aufwand;2000
626;Zentraler Service;Personal;Personaleinstellungen;2018;Aufwand;2500
627;Zentraler Service;Personal;Leistungszulagen;2018;Aufwand;2800
628;Zentraler Service;Personal;Zuf. Beihilferückstellungen;2018;Aufwand;3300
629;Zentraler Service;Personal;Personalnebenaufwendungen;2018;Aufwand;3500
630;Zentraler Service;Personal;Zuf. Pensionsrückstellungen;2018;Aufwand;5600
631;Zentraler Service;Personal;Versorgungskasse Beamte;2018;Aufwand;7200
632;Zentraler Service;Personal;Beihilfen;2018;Aufwand;10000
633;Zentraler Service;Personal;Versorgungskasse Arbeitnehmer;2018;Aufwand;10500
634;Zentraler Service;Personal;Reisekosten;2018;Aufwand;15000
635;Zentraler Service;Personal;Sozialversicherung Arbeitnehmer;2018;Aufwand;26800
636;Zentraler Service;Personal;Inanspruchnahme von Rechten und Diensten;2018;Aufwand;35000
637;Zentraler Service;Personal;Versorgungsaufwendungen Beamte;2018;Aufwand;37400
638;Zentraler Service;Personal;Dienstbezüge;2018;Aufwand;41000
639;Zentraler Service;Personal;Aus- und Fortbildung;2018;Aufwand;50000
640;Zentraler Service;Personal;Vergütungen;2018;Aufwand;136000
641;Zentraler Service;Verwaltungssteuerung;Auflösung von Rückstellungen;2018;Ertrag;9500
642;Zentraler Service;Verwaltungssteuerung;Sozialvers. Sonstige;2018;Aufwand;500
643;Zentraler Service;Verwaltungssteuerung;Aus- und Fortbildung;2018;Aufwand;1000
644;Zentraler Service;Verwaltungssteuerung;Sachleistungen;2018;Aufwand;2500
645;Zentraler Service;Verwaltungssteuerung;Verfügungsmittel;2018;Aufwand;3000
646;Zentraler Service;Verwaltungssteuerung;Reisekosten;2018;Aufwand;5000
647;Zentraler Service;Verwaltungssteuerung;Vergütung Beigeordnete;2018;Aufwand;5000
648;Zentraler Service;Verwaltungssteuerung;Zuf. Beihilferückstellungen;2018;Aufwand;5400
649;Zentraler Service;Verwaltungssteuerung;Versorgungskasse Beamte;2018;Aufwand;17400
650;Zentraler Service;Verwaltungssteuerung;Beihilfen;2018;Aufwand;30000
651;Zentraler Service;Verwaltungssteuerung;Zuf. Pensionsrückstellungen;2018;Aufwand;45200
652;Zentraler Service;Verwaltungssteuerung;Versorgungsaufwendungen für Beamte;2018;Aufwand;69500
653;Zentraler Service;Verwaltungssteuerung;Dienstbezüge;2018;Aufwand;114500
654;Zentraler Service;Wirtschaftsförderung;Auflösung von Rückstellungen;2018;Ertrag;450
655;Zentraler Service;Wirtschaftsförderung;Zuf. Beihilferückstellungen;2018;Aufwand;150
656;Zentraler Service;Wirtschaftsförderung;Zuf. Pensionsrückstellungen;2018;Aufwand;900
657;Zentraler Service;Wirtschaftsförderung;Pauschalierte Lohnsteuer;2018;Aufwand;1000
658;Zentraler Service;Wirtschaftsförderung;Versorgungskasse Beamte;2018;Aufwand;1100
659;Zentraler Service;Wirtschaftsförderung;Versorgungsaufwendungen;2018;Aufwand;4500
660;Zentraler Service;Wirtschaftsförderung;Dienstbezüge;2018;Aufwand;5500
661;Zentraler Service;Wirtschaftsförderung;Geschäftsaufwendungen;2018;Aufwand;50000
662;Zentraler Service;Zentrale Dienste;Sonstige Erträge;2018;Ertrag;5000
663;Zentraler Service;Zentrale Dienste;Kostenerstattungen von Zweckverbänden;2018;Ertrag;7100
664;Zentraler Service;Zentrale Dienste;Kostenerstattungen von Eigenbetrieben;2018;Ertrag;23000
665;Zentraler Service;Zentrale Dienste;Kraftfahrzeugsteuer;2018;Aufwand;150
666;Zentraler Service;Zentrale Dienste;Pauschalierte Lohnsteuer;2018;Aufwand;400
667;Zentraler Service;Zentrale Dienste;Sonstige Aufwendungen;2018;Aufwand;2000
668;Zentraler Service;Zentrale Dienste;Leistungszulagen;2018;Aufwand;2800
669;Zentraler Service;Zentrale Dienste;Unterhaltung BGA;2018;Aufwand;4000
670;Zentraler Service;Zentrale Dienste;Geringwertige Wirtschaftsgüter;2018;Aufwand;7000
671;Zentraler Service;Zentrale Dienste;Leasing;2018;Aufwand;7500
672;Zentraler Service;Zentrale Dienste;Telefon, Datenübertragung;2018;Aufwand;9000
673;Zentraler Service;Zentrale Dienste;Abschreibungen auf BGA;2018;Aufwand;9800
674;Zentraler Service;Zentrale Dienste;Versorgungskasse Arbeitnehmer;2018;Aufwand;10500
675;Zentraler Service;Zentrale Dienste;Miete, Leasing;2018;Aufwand;18000
676;Zentraler Service;Zentrale Dienste;Fachliteratur, Zeitschriften;2018;Aufwand;19000
677;Zentraler Service;Zentrale Dienste;Beiträge zu Wirtschaftsverbänden;2018;Aufwand;20000
678;Zentraler Service;Zentrale Dienste;Versicherungen;2018;Aufwand;25000
679;Zentraler Service;Zentrale Dienste;Sozialversicherung Arbeitnehmer;2018;Aufwand;27500
680;Zentraler Service;Zentrale Dienste;Büromaterial;2018;Aufwand;45000
681;Zentraler Service;Zentrale Dienste;Sachverständigen- und Gerichtskosten;2018;Aufwand;45000
682;Zentraler Service;Zentrale Dienste;Porto- und Versandkosten;2018;Aufwand;48000
683;Zentraler Service;Zentrale Dienste;Vergütungen;2018;Aufwand;138500
684;Stabstelle ;Controlling und Koordination;Fachliteratur, Zeitschriften;2018;Aufwand;400
685;Stabstelle ;Controlling und Koordination;Beihilfen;2018;Aufwand;500
686;Stabstelle ;Controlling und Koordination;Aus- und Fortbildung;2018;Aufwand;3800
687;Stabstelle ;Controlling und Koordination;Zuf. Beihilferückstellungen;2018;Aufwand;4500
688;Stabstelle ;Controlling und Koordination;Versorgungskasse Beamte;2018;Aufwand;10200
689;Stabstelle ;Controlling und Koordination;Sonstige laufende Aufwendungen;2018;Aufwand;27000
690;Stabstelle ;Controlling und Koordination;Zuf. Pensionsrückstellungen;2018;Aufwand;28200
691;Stabstelle ;Controlling und Koordination;Dienstbezüge;2018;Aufwand;48500
692;Stabstelle ;Projektsteuerung und Information;Leistungszulagen;2018;Aufwand;1110
693;Stabstelle ;Projektsteuerung und Information;Versorgungskasse Arbeitnehmer;2018;Aufwand;4300
694;Stabstelle ;Projektsteuerung und Information;Sozialversicherung Arbeitnehmer;2018;Aufwand;10700
695;Stabstelle ;Projektsteuerung und Information;Sonstige Geschäftsaufwendungen;2018;Aufwand;15000
696;Stabstelle ;Projektsteuerung und Information;Geschäftausfwendungen Projekt Zukunftsstadt;2018;Aufwand;20000
697;Stabstelle ;Projektsteuerung und Information;Zuweisungen und Zuschüsse für laufende Zwecke;2018;Aufwand;26600
698;Stabstelle ;Projektsteuerung und Information;Vergütungen;2018;Aufwand;54900
699;Stabstelle ;Qualitätsmanagement;Sonstige laufende Aufwendungen;2018;Aufwand;1000
700;Stabstelle ;Qualitätsmanagement;Versorgungskasse Beamte;2018;Aufwand;2000
701;Stabstelle ;Qualitätsmanagement;Beihilfen;2018;Aufwand;3000
702;Stabstelle ;Qualitätsmanagement;Aus- und Fortbildung;2018;Aufwand;4500
703;Stabstelle ;Qualitätsmanagement;Zuf. Pensionsrückstellungen;2018;Aufwand;5200
704;Stabstelle ;Qualitätsmanagement;Dienstbezüge;2018;Aufwand;34500
705;Stabstelle ;Statistik und Wahlen;Pauschalierte Lohnsteuer;2018;Aufwand;50
706;Stabstelle ;Statistik und Wahlen;Beihilfen;2018;Aufwand;500
707;Stabstelle ;Statistik und Wahlen;Leistungszulagen;2018;Aufwand;700
708;Stabstelle ;Statistik und Wahlen;Geschäftsaufwendungen;2018;Aufwand;1500
709;Stabstelle ;Statistik und Wahlen;Zuführung zu Beihilferückstellungen;2018;Aufwand;1600
710;Stabstelle ;Statistik und Wahlen;Versorgungskasse Arbeitnehmer;2018;Aufwand;2700
711;Stabstelle ;Statistik und Wahlen;Versorgungskasse Beamte;2018;Aufwand;4850
712;Stabstelle ;Statistik und Wahlen;Sozialversicherung Arbeitnehmer;2018;Aufwand;6800
713;Stabstelle ;Statistik und Wahlen;Zuführung zu Pensionsrückstellungen;2018;Aufwand;6900
714;Stabstelle ;Statistik und Wahlen;Dienstbezüge;2018;Aufwand;8600
715;Stabstelle ;Statistik und Wahlen;Kommunalwahlen;2018;Aufwand;20000
716;Stabstelle ;Statistik und Wahlen;Vergütungen;2018;Aufwand;34100
